fecha,ccaa,Hosp_Totales,Hosp_7días,UCI_Totales,UCI_7dias,Hosp_actual,%CamasCovid,UCI_actual,%CamasUCI,Ingresos_24horas,Altas_24horas
2020-10-20,Baleares,2.005 ,25 ,290 ,4 ,,,,,,
2020-10-21,Navarra,3.204 ,182 ,239 ,19 ,,,,,,
2020-10-21,Murcia,2685 ,220 ,383 ,31 ,,,,,,
2020-10-21,Melilla,141 ,12 ,15 ,5 ,,,,,,
2020-10-21,Madrid,51.265 ,570 ,3.995 ,13 ,,,,,,
2020-10-21,Galicia,4.483 ,258 ,492 ,25 ,,,,,,
2020-10-21,Extremadura,2.531 ,103 ,202 ,7 ,,,,,,
2020-10-21,C. Valenciana,8.875 ,289 ,1026 ,25 ,,,,,,
2020-10-21,Castilla y León,12.847 ,688 ,963 ,40 ,,,,,,
2020-10-21,Cataluña,32.261 ,171 ,3.222 ,11 ,,,,,,
2020-10-21,Castilla La Mancha,10.713 ,94 ,749 ,5 ,,,,,,
2020-10-21,Cantabria,1.358 ,27 ,106 ,3 ,,,,,,
2020-10-21,Baleares,2.010 ,22 ,289 ,3 ,,,,,,
2020-10-21,Asturias,1.664 ,171 ,171 ,6 ,,,,,,
2020-10-21,Aragón,6.031 ,300 ,467 ,16 ,,,,,,
2020-10-21,Andalucía,11.722 ,619 ,1.181 ,21 ,,,,,,
2020-10-21,Ceuta,63 ,4 ,13 ,1 ,,,,,,
2020-10-21,Canarias,2149 ,85 ,419 ,23 ,,,,,,
2020-10-21,La Rioja,2.011 ,56 ,156 ,14 ,,,,,,
2020-10-21,País Vasco,9.036 ,60 ,741 ,6 ,,,,,,
2020-10-23,La Rioja,2.055,77,164,14,138 ,"16,05% ",22 ,"36,67% ",19,13
2020-10-23,País Vasco,9.159,81,753,9,566 ,"11,87% ",69 ,"22,55% ",94,112
2020-10-23,Navarra,3.289,219,245,18,366 ,"17,06% ",43 ,"32,33% ",69,31
2020-10-23,Murcia,2775,225,399,34,409 ,"11,42% ",74 ,"18,27% ",73,49
2020-10-23,Melilla,142,8,15,4,42 ,"23,73% ",8 ,"66,67% ",10,8
2020-10-23,Madrid,51.628,510,4.025,14,3.133 ,"19,59% ",494 ,"38,96% ",345,300
2020-10-23,Galicia,4.576,287,505,32,390 ,"4,73% ",50 ,"7,00% ",71,40
2020-10-23,Extremadura,2.571,108,203,4,184 ,"6,09% ",27 ,"12,44% ",33,12
2020-10-23,C. Valenciana,9.047,323,1045,33,862 ,"7,62% ",131 ,"12,97% ",134,79
2020-10-23,Andalucía,12.143,727,1.214,23,1.967 ,"11,95% ",251 ,"16,30% ",320,198
2020-10-23,Cataluña,32.504,285,3.238,19,2.782 ,"11,17% ",384 ,"31,09% ",375,303
2020-10-23,Aragón,6.205,366,486,30,635 ,"15,31% ",83 ,"42,56% ",94,73
2020-10-23,Asturias,1.728,186,171,3,354 ,"10,93% ",40 ,"15,38% ",50,29
2020-10-23,Baleares,2.033,23,291,2,174 ,"5,68% ",41 ,"14,39% ",21,12
2020-10-23,Ceuta,67,6,13,1,30 ,"16,04% ",8 ,"47,06% ",4,2
2020-10-23,Cantabria,1.367,33,106,3,63 ,"4,04% ",12 ,"10,34% ",11,3
2020-10-23,Castilla La Mancha,10.759,89,751,5,735 ,"15,37% ",86 ,"22,51% ",78,65
2020-10-23,Castilla y León,13.156,791,981,41,1.360 ,"20,57% ",161 ,"35,23% ",201,122
2020-10-23,Canarias,2182,95,423,23,349 ,"7,07% ",47 ,"11,16% ",22,21
2020-10-26,La Rioja,2.107,92,166,10,141 ,"16,40% ",22 ,"36,67% ",13,5
2020-10-26,País Vasco,9.182,33,758,5,332 ,"13,56% ",18 ,"12,41% ",30,24
2020-10-26,Navarra,3.381,243,255,21,400 ,"18,79% ",50 ,"37,59% ",41,21
2020-10-26,Murcia,2861,199,412,29,476 ,"13,29% ",76 ,"18,77% ",86,33
2020-10-26,Melilla,146,5,15,1,52 ,"29,05% ",9 ,"64,29% ",7,2
2020-10-26,Madrid,51.895,428,4.034,13,3.176 ,"19,97% ",510 ,"40,28% ",188,129
2020-10-26,Extremadura,2.655,143,208,7,306 ,"9,80% ",42 ,"18,83% ",24,5
2020-10-26,C. Valenciana,9.191,316,1054,21,1.075 ,"9,42% ",144 ,"13,99% ",151,37
2020-10-26,Galicia,4.717,328,522,38,450 ,"5,47% ",60 ,"8,40% ",64,28
2020-10-26,Cataluña,32.654,254,3.249,19,3.322 ,"13,77% ",432 ,"34,12% ",327,170
2020-10-26,Ceuta,75,14,13,1,34 ,"18,48% ",8 ,"47,06% ",5,3
2020-10-26,Aragón,6.400,419,505,39,739 ,"17,90% ",83 ,"41,71% ",79,20
2020-10-26,Asturias,1.852,231,181,7,476 ,"14,67% ",50 ,"19,23% ",47,17
2020-10-26,Baleares,2.041,22,294,4,187 ,"6,16% ",47 ,"16,49% ",14,8
2020-10-26,Andalucía,12.488,706,1.229,22,2.240 ,"13,83% ",282 ,"18,61% ",273,138
2020-10-26,Cantabria,1.395,42,107,2,83 ,"5,35% ",14 ,"12,17% ",9,0
2020-10-26,Castilla La Mancha,10.799,82,754,3,796 ,"16,64% ",90 ,"23,08% ",85,47
2020-10-26,Castilla y León,13.502,835,1007,42,1.465 ,"21,91% ",178 ,"37,71% ",136,46
2020-10-26,Canarias,2205,79,429,15,258 ,"5,27% ",48 ,"11,51% ",5,1
2020-10-27,Extremadura,2.697,160,209,7,303 ,"9,64% ",40 ,"17,94% ",27,24
2020-10-27,La Rioja,2.138,104,172,12,149 ,"17,33% ",22 ,"36,67% ",21,17
2020-10-27,País Vasco,9.192,24,758,3,685 ,"13,90% ",72 ,"22,86% ",95,102
2020-10-27,Navarra,3.426,249,259,25,393 ,"18,30% ",49 ,"36,84% ",43,49
2020-10-27,Murcia,2899,192,416,29,484 ,"13,07% ",84 ,"15,97% ",87,82
2020-10-27,Melilla,149,8,15,0,54 ,"30,17% ",9 ,"64,29% ",5,3
2020-10-27,Madrid,52.114,483,4.048,12,3.118 ,"19,48% ",507 ,"40,05% ",285,397
2020-10-27,Galicia,4.765,327,532,43,478 ,"5,79% ",71 ,"9,92% ",66,48
2020-10-27,C. Valenciana,9.273,304,1059,20,1.098 ,"9,62% ",165 ,"15,96% ",179,120
2020-10-27,Baleares,2.073,47,296,5,182 ,"6,00% ",49 ,"17,31% ",24,26
2020-10-27,Cataluña,32.867,309,3.264,14,3.584 ,"14,21% ",460 ,"36,08% ",444,352
2020-10-27,Ceuta,76,14,13,1,34 ,"18,28% ",7 ,"41,18% ",3,2
2020-10-27,Aragón,6.477,445,508,35,775 ,"18,69% ",88 ,"42,11% ",103,50
2020-10-27,Asturias,1.902,246,182,7,479 ,"14,73% ",52 ,"20,00% ",63,37
2020-10-27,Andalucía,12.661,717,1.242,27,2.277 ,"14,71% ",291 ,"20,24% ",370,293
2020-10-27,Cantabria,1.407,51,108,2,88 ,"5,66% ",15 ,"13,04% ",22,10
2020-10-27,Castilla La Mancha,10.833,86,755,2,783 ,"16,37% ",93 ,"23,97% ",87,99
2020-10-27,Castilla y León,13.630,824,1011,34,1.487 ,"22,19% ",170 ,"36,56% ",165,139
2020-10-27,Canarias,2210,68,431,14,245 ,"5,00% ",48 ,"11,51% ",12,13
2020-10-28,Extremadura,2.723,169,214,12,323 ,"9,43% ",42 ,"18,26% ",48,22
2020-10-28,La Rioja,2.162,104,171,10,150 ,"17,44% ",24 ,"40,00% ",23,18
2020-10-28,País Vasco,9.197,6,759,2,687 ,"14,33% ",80 ,"25,32% ",110,104
2020-10-28,Navarra,3.463,251,262,22,385 ,"17,88% ",50 ,"36,50% ",51,57
2020-10-28,Murcia,2998,238,422,30,522 ,"12,39% ",84 ,"18,26% ",84,63
2020-10-28,Melilla,153,12,15,0,52 ,"29,05% ",9 ,"64,29% ",6,8
2020-10-28,Madrid,52.290,511,4.057,15,3.016 ,"17,67% ",494 ,"38,90% ",324,333
2020-10-28,Galicia,4.811,326,539,47,479 ,"5,80% ",73 ,"10,20% ",69,58
2020-10-28,C. Valenciana,9.429,395,1073,29,1.148 ,"10,07% ",173 ,"16,81% ",190,86
2020-10-28,Asturias,1.972,281,188,13,505 ,"14,96% ",61 ,"22,51% ",82,54
2020-10-28,Cataluña,33.004,300,3.273,13,3.700 ,"14,67% ",482 ,"37,57% ",493,378
2020-10-28,Aragón,6.547,455,517,36,826 ,"19,78% ",92 ,"44,02% ",119,89
2020-10-28,Andalucía,12.844,739,1.254,30,2.425 ,"14,46% ",313 ,"19,99% ",340,315
2020-10-28,Baleares,2.093,51,297,5,197 ,"5,98% ",52 ,"18,37% ",21,20
2020-10-28,Ceuta,76,13,13,0,39 ,"20,97% ",7 ,"41,18% ",4,2
2020-10-28,Cantabria,1.414,55,108,2,102 ,"6,51% ",16 ,"13,68% ",27,6
2020-10-28,Castilla La Mancha,10.865,79,757,3,817 ,"17,07% ",97 ,"24,94% ",113,82
2020-10-28,Castilla y León,13.769,819,1022,33,1.465 ,"21,80% ",171 ,"35,92% ",175,154
2020-10-28,Canarias,2219,70,430,12,235 ,"4,38% ",48 ,"10,84% ",13,17
2020-10-29,C. Valenciana,9.563,434,1089,36,1.183 ,"10,35% ",178 ,"17,26% ",177,129
2020-10-29,País Vasco,9.207,6,759,2,661 ,"14,34% ",75 ,"23,58% ",91,122
2020-10-29,Navarra,3.521,274,266,22,408 ,"18,96% ",53 ,"38,41% ",66,41
2020-10-29,Murcia,3041,234,430,29,530 ,"12,58% ",84 ,"18,22% ",87,63
2020-10-29,Melilla,153,11,15,0,48 ,"26,82% ",9 ,"64,29% ",5,9
2020-10-29,Madrid,52.502,548,4.070,15,3.001 ,"17,55% ",490 ,"38,13% ",330,333
2020-10-29,Galicia,4.861,332,548,48,485 ,"5,91% ",73 ,"10,43% ",72,34
2020-10-29,Extremadura,2.742,168,215,12,321 ,"10,16% ",37 ,"16,30% ",28,32
2020-10-29,La Rioja,2.177,102,173,11,150 ,"17,44% ",23 ,"38,33% ",15,19
2020-10-29,Ceuta,77,12,13,0,40 ,"21,62% ",7 ,"41,18% ",5,4
2020-10-29,Castilla y León,13.882,788,1034,38,1.506 ,"22,41% ",180 ,"37,66% ",208,144
2020-10-29,Castilla La Mancha,10.925,113,761,5,845 ,"17,63% ",96 ,"24,68% ",116,86
2020-10-29,Cantabria,1.423,59,108,2,113 ,"7,18% ",12 ,"10,26% ",25,9
2020-10-29,Canarias,2231,64,430,10,233 ,"4,34% ",45 ,"10,16% ",14,19
2020-10-29,Baleares,2.116,57,300,5,209 ,"6,35% ",55 ,"19,43% ",24,17
2020-10-29,Asturias,2.039,313,196,21,528 ,"15,65% ",69 ,"25,46% ",84,61
2020-10-29,Aragón,6.619,449,521,33,852 ,"20,36% ",97 ,"46,41% ",116,76
2020-10-29,Andalucía,12.998,726,1.263,35,2.543 ,"15,14% ",334 ,"21,26% ",443,285
2020-10-29,Cataluña,33.190,366,3.298,24,3.864 ,"15,20% ",487 ,"37,35% ",443,354
2020-10-30,Madrid,52.667,571,4.085,17,3.213 ,"18,85% ",492 ,"38,44% ",265,293
2020-10-30,Melilla,156,9,15,0,51 ,"28,49% ",9 ,"64,29% ",5,2
2020-10-30,Murcia,3159,257,444,35,517 ,"12,26% ",97 ,"20,95% ",78,80
2020-10-30,Extremadura,2.774,161,216,13,321 ,"10,26% ",36 ,"16,67% ",32,40
2020-10-30,País Vasco,9.213,10,759,0,677 ,"14,62% ",80 ,"25,08% ",107,89
2020-10-30,La Rioja,2.195,96,174,10,143 ,"16,63% ",27 ,"45,00% ",22,19
2020-10-30,Navarra,3.543,238,270,23,405 ,"18,81% ",56 ,"40,58% ",48,54
2020-10-30,C. Valenciana,9.668,455,1103,37,1.244 ,"10,89% ",188 ,"18,31% ",192,108
2020-10-30,Galicia,4.908,324,554,48,555 ,"6,75% ",70 ,"9,78% ",61,49
2020-10-30,Cataluña,33.298,379,3.308,27,4.045 ,"15,99% ",511 ,"38,92% ",492,346
2020-10-30,Aragón,6.706,474,527,29,882 ,"21,33% ",98 ,"47,12% ",133,85
2020-10-30,Asturias,2.100,330,199,23,573 ,"17,01% ",74 ,"27,31% ",88,45
2020-10-30,Baleares,2.132,57,305,8,193 ,"5,85% ",53 ,"18,73% ",13,28
2020-10-30,Canarias,2240,61,434,13,218 ,"4,06% ",47 ,"10,61% ",17,23
2020-10-30,Ceuta,77,8,13,0,40 ,"21,39% ",7 ,"41,18% ",4,3
2020-10-30,Castilla La Mancha,11.012,152,772,8,881 ,"18,35% ",104 ,"26,74% ",124,85
2020-10-30,Andalucía,13.276,808,1.281,44,2.570 ,"15,37% ",345 ,"21,77% ",404,307
2020-10-30,Castilla y León,13.964,802,1049,39,1.523 ,"22,62% ",177 ,"37,11% ",195,155
2020-10-30,Cantabria,1.429,59,109,3,111 ,"7,06% ",11 ,"9,40% ",16,10
2020-11-02,Extremadura,2.872,160,229,16,356 ,"11,27% ",42 ,"18,50% ",47,20
2020-11-02,La Rioja,2.229,93,178,6,152 ,"17,67% ",32 ,"53,33% ",21,4
2020-11-02,País Vasco,9.225,2,760,0,775 ,"16,60% ",94 ,"27,98% ",70,24
2020-11-02,Navarra,3.648,246,288,29,428 ,"19,74% ",57 ,"37,50% ",33,19
2020-11-02,Murcia,3295,211,462,30,571 ,"13,54% ",96 ,"20,65% ",99,36
2020-11-02,Melilla,167,12,15,0,54 ,"30,17% ",10 ,"71,43% ",7,0
2020-11-02,Madrid,52.812,434,4.094,16,2.946 ,"17,57% ",476 ,"38,29% ",212,206
2020-11-02,Galicia,5.068,348,572,49,545 ,"6,63% ",84 ,"11,62% ",68,22
2020-11-02,C. Valenciana,9.822,345,1113,30,1.444 ,"12,65% ",219 ,"21,47% ",179,46
2020-11-02,Ceuta,99,20,18,2,44 ,"23,16% ",8 ,"47,06% ",5,1
2020-11-02,Cataluña,33.465,294,3.319,20,4.365 ,"17,10% ",546 ,"40,12% ",358,235
2020-11-02,Aragón,6.928,499,542,28,928 ,"22,24% ",106 ,"48,18% ",98,81
2020-11-02,Asturias,2.267,365,213,31,595 ,"17,67% ",83 ,"30,63% ",93,65
2020-11-02,Baleares,2.155,48,310,11,220 ,"6,68% ",53 ,"18,60% ",21,6
2020-11-02,Andalucía,13.788,884,1.306,43,2.817 ,"16,72% ",389 ,"23,85% ",413,286
2020-11-02,Cantabria,1.464,69,115,8,153 ,"9,52% ",16 ,"13,01% ",18,4
2020-11-02,Castilla La Mancha,11.054,112,773,5,989 ,"20,59% ",109 ,"28,02% ",74,36
2020-11-02,Castilla y León,14.331,818,1076,42,1.573 ,"23,17% ",186 ,"37,50% ",171,110
2020-11-02,Canarias,2256,59,439,11,215 ,"4,01% ",44 ,"9,93% ",15,2
2020-11-03,Extremadura,2.925,181,235,21,388 ,"12,28% ",48 ,"21,92% ",30,16
2020-11-03,País Vasco,9.268,5,762,0,763 ,"16,27% ",96 ,"27,35% ",132,133
2020-11-03,Navarra,3.680,247,293,33,410 ,"18,93% ",61 ,"40,13% ",46,60
2020-11-03,Murcia,3347,214,466,26,590 ,"13,99% ",98 ,"21,08% ",112,53
2020-11-03,Melilla,171,12,15,0,52 ,"29,05% ",8 ,"57,14% ",7,6
2020-11-03,Madrid,52.855,364,4.095,14,2.989 ,"17,75% ",486 ,"38,45% ",178,141
2020-11-03,Galicia,5.135,361,579,45,577 ,"7,03% ",82 ,"11,33% ",67,55
2020-11-03,C. Valenciana,9.970,380,1125,29,1.441 ,"12,66% ",224 ,"22,03% ",200,175
2020-11-03,La Rioja,2.264,98,178,5,150 ,"17,44% ",34 ,"56,67% ",17,17
2020-11-03,Cataluña,33.595,330,3.326,20,4.365 ,"17,11% ",580 ,"42,27% ",465,493
2020-11-03,Ceuta,106,28,18,2,46 ,"24,21% ",8 ,"47,06% ",5,2
2020-11-03,Aragón,6.975,460,546,26,1.016 ,"24,51% ",106 ,"48,18% ",87,42
2020-11-03,Asturias,2.331,380,217,33,752 ,"22,26% ",107 ,"38,35% ",96,12
2020-11-03,Baleares,2.166,43,313,11,224 ,"6,78% ",51 ,"17,89% ",23,20
2020-11-03,Andalucía,13.901,821,1.312,40,3.140 ,"19,68% ",400 ,"25,82% ",364,157
2020-11-03,Cantabria,1.477,71,116,8,166 ,"10,33% ",17 ,"13,82% ",27,15
2020-11-03,Castilla La Mancha,11.134,134,779,8,937 ,"19,37% ",109 ,"27,74% ",87,127
2020-11-03,Castilla y León,14.435,785,1082,37,1.719 ,"25,37% ",195 ,"39,39% ",175,73
2020-11-03,Canarias,2266,66,441,11,218 ,"4,06% ",44 ,"9,93% ",19,9
2020-11-04,Extremadura,2.579,186,217,19,407 ,"12,88% ",43 ,"19,63% ",45,31
2020-11-04,País Vasco,7.683,2,534,2,763 ,"16,32% ",95 ,"27,07% ",129,123
2020-11-04,Navarra,3.928,245,303,31,415 ,"19,18% ",59 ,"39,33% ",60,56
2020-11-04,Murcia,3466,251,477,27,592 ,"14,03% ",94 ,"20,09% ",79,75
2020-11-04,Melilla,176,9,16,0,47 ,"26,26% ",7 ,"50,00% ",4,11
2020-11-04,Madrid,49.744,184,3.579,11,2.997 ,"17,64% ",482 ,"38,01% ",283,334
2020-11-04,Galicia,5.108,349,568,45,552 ,"6,72% ",86 ,"11,88% ",72,52
2020-11-04,C. Valenciana,10.207,368,1143,26,1.484 ,"13,02% ",227 ,"21,91% ",196,137
2020-11-04,La Rioja,1.850,103,176,15,161 ,"18,72% ",32 ,"53,33% ",23,18
2020-11-04,Cataluña,24.807,334,2.073,17,4.488 ,"17,56% ",588 ,"42,55% ",485,451
2020-11-04,Andalucía,14.124,804,1.315,45,3.222 ,"19,11% ",433 ,"26,35% ",442,353
2020-11-04,Aragón,7.175,429,636,32,1.038 ,"24,94% ",110 ,"49,33% ",150,118
2020-11-04,Asturias,2.392,365,219,28,798 ,"23,63% ",108 ,"38,71% ",92,61
2020-11-04,Baleares,2.168,53,315,11,265 ,"7,92% ",50 ,"17,48% ",59,20
2020-11-04,Ceuta,116,32,18,1,42 ,"22,58% ",6 ,"35,29% ",1,10
2020-11-04,Cantabria,792,51,82,7,163 ,"10,20% ",17 ,"14,91% ",20,19
2020-11-04,Castilla La Mancha,12.182,115,713,13,948 ,"19,57% ",110 ,"27,78% ",119,94
2020-11-04,Castilla y León,13.668,777,1003,41,1.716 ,"25,28% ",196 ,"39,52% ",200,187
2020-11-04,Canarias,2287,53,441,11,227 ,"4,23% ",43 ,"9,71% ",22,16
2020-11-05,C. Valenciana,10.309,369,1148,24,1.467 ,"12,87% ",235 ,"22,62% ",171,160
2020-11-05,País Vasco,7.731,4,542,5,780 ,"16,68% ",97 ,"27,02% ",121,112
2020-11-05,Navarra,3.953,219,304,27,417 ,"19,20% ",59 ,"39,33% ",38,33
2020-11-05,Murcia,3584,298,485,29,591 ,"14,00% ",94 ,"20,09% ",77,70
2020-11-05,Melilla,182,13,16,0,50 ,"28,25% ",5 ,"41,67% ",8,7
2020-11-05,Madrid,49.933,358,3.591,7,2.925 ,"17,15% ",476 ,"37,57% ",335,328
2020-11-05,Galicia,5.167,352,571,40,578 ,"7,03% ",82 ,"11,33% ",85,44
2020-11-05,Extremadura,2.594,181,221,20,406 ,"12,85% ",46 ,"21,00% ",41,39
2020-11-05,La Rioja,1.867,103,177,15,161 ,"18,72% ",34 ,"56,67% ",21,18
2020-11-05,Ceuta,118,29,18,1,44 ,"23,53% ",6 ,"35,29% ",4,3
2020-11-05,Castilla y León,13.843,802,1018,48,1.675 ,"24,62% ",203 ,"40,68% ",171,196
2020-11-05,Castilla La Mancha,12.202,102,716,12,940 ,"19,42% ",109 ,"27,53% ",104,103
2020-11-05,Cantabria,803,69,83,8,160 ,"9,96% ",19 ,"15,45% ",21,18
2020-11-05,Canarias,2296,51,443,12,218 ,"4,06% ",48 ,"10,84% ",21,15
2020-11-05,Baleares,2.182,60,317,11,269 ,"8,04% ",52 ,"18,25% ",29,24
2020-11-05,Asturias,2.462,372,222,23,776 ,"23,05% ",115 ,"41,22% ",92,97
2020-11-05,Aragón,7.210,439,643,31,1.039 ,"24,93% ",112 ,"50,22% ",125,131
2020-11-05,Andalucía,14.301,752,1.329,39,3.277 ,"19,38% ",434 ,"26,30% ",450,433
2020-11-05,Cataluña,24.778,223,2.069,12,4.508 ,"17,65% ",576 ,"41,68% ",507,508
2020-11-06,Extremadura,2.624,171,224,22,410 ,"12,98% ",48 ,"21,15% ",50,42
2020-11-06,Madrid,50.046,352,3.596,5,2.834 ,"16,64% ",469 ,"37,05% ",248,314
2020-11-06,Melilla,182,12,16,0,49 ,"27,37% ",6 ,"42,86% ",6,6
2020-11-06,La Rioja,1.886,102,180,14,169 ,"19,65% ",33 ,"55,00% ",21,23
2020-11-06,Navarra,3.989,224,311,28,409 ,"18,80% ",60 ,"40,00% ",46,53
2020-11-06,País Vasco,7.795,19,548,3,774 ,"16,68% ",98 ,"27,00% ",112,133
2020-11-06,Murcia,3655,302,491,25,594 ,"14,17% ",99 ,"21,15% ",111,74
2020-11-06,C. Valenciana,10.371,355,1157,22,1.504 ,"13,13% ",247 ,"23,61% ",197,158
2020-11-06,Galicia,5.217,352,580,43,588 ,"7,15% ",84 ,"11,60% ",69,39
2020-11-06,Cataluña,25.135,410,2.090,22,4.579 ,"17,85% ",589 ,"42,47% ",392,416
2020-11-06,Andalucía,14.756,923,1.360,47,3.270 ,"19,37% ",454 ,"27,70% ",418,401
2020-11-06,Aragón,7.290,418,652,33,972 ,"23,63% ",114 ,"50,44% ",103,134
2020-11-06,Asturias,2.543,383,224,22,791 ,"23,27% ",111 ,"39,78% ",90,76
2020-11-06,Baleares,2.197,62,319,10,276 ,"8,22% ",50 ,"17,42% ",22,15
2020-11-06,Ceuta,118,23,18,1,40 ,"21,51% ",7 ,"41,18% ",4,7
2020-11-06,Cantabria,813,65,84,7,156 ,"9,74% ",20 ,"16,95% ",19,15
2020-11-06,Castilla La Mancha,12.248,104,719,9,920 ,"19,00% ",109 ,"27,53% ",96,110
2020-11-06,Castilla y León,13.996,822,1033,48,1.694 ,"24,86% ",215 ,"42,66% ",218,170
2020-11-06,Canarias,2303,53,445,9,210 ,"3,91% ",50 ,"11,29% ",22,25
2020-11-09,La Rioja,1.923,95,185,11,167 ,"19,42% ",34 ,"56,67% ",16,4
2020-11-09,País Vasco,7.900,24,560,5,816 ,"18,26% ",116 ,"33,33% ",55,34
2020-11-09,Navarra,4.035,168,318,22,384 ,"17,78% ",65 ,"42,76% ",27,24
2020-11-09,Murcia,3763,250,499,20,619 ,"14,76% ",106 ,"22,55% ",75,30
2020-11-09,Melilla,237,19,32,9,46 ,"25,70% ",7 ,"50,00% ",3,0
2020-11-09,Madrid,50.202,283,3.604,8,2.723 ,"16,47% ",463 ,"37,13% ",186,167
2020-11-09,Extremadura,2.692,149,232,14,423 ,"13,31% ",59 ,"25,99% ",31,22
2020-11-09,C. Valenciana,10.554,288,1167,17,1.727 ,"15,07% ",268 ,"25,50% ",212,112
2020-11-09,Galicia,5.373,346,599,43,575 ,"7,10% ",97 ,"13,94% ",72,18
2020-11-09,Cataluña,25.244,268,2.100,13,4.805 ,"19,02% ",652 ,"45,34% ",312,245
2020-11-09,Ceuta,123,16,18,0,45 ,"23,81% ",7 ,"41,18% ",5,4
2020-11-09,Aragón,7.450,382,664,29,1.009 ,"24,53% ",116 ,"50,43% ",66,33
2020-11-09,Asturias,2.771,432,234,17,925 ,"27,19% ",128 ,"45,88% ",89,23
2020-11-09,Baleares,2.211,50,319,4,305 ,"9,09% ",53 ,"18,34% ",24,11
2020-11-09,Andalucía,15.249,839,1.392,42,3.273 ,"20,87% ",429 ,"28,28% ",305,141
2020-11-09,Cantabria,838,58,86,5,171 ,"10,67% ",24 ,"20,34% ",15,12
2020-11-09,Castilla La Mancha,12.323,78,722,3,940 ,"19,51% ",114 ,"30,65% ",74,37
2020-11-09,Castilla y León,14.387,791,1052,52,1.840 ,"27,11% ",223 ,"44,60% ",173,51
2020-11-09,Canarias,2346,68,452,10,236 ,"4,40% ",46 ,"10,38% ",17,4
2020-11-10,Extremadura,2.715,144,233,14,433 ,"13,75% ",59 ,"27,31% ",52,48
2020-11-10,La Rioja,1.943,96,185,10,178 ,"20,70% ",36 ,"60,00% ",23,14
2020-11-10,País Vasco,7.952,25,565,6,836 ,"18,22% ",117 ,"32,14% ",125,129
2020-11-10,Navarra,4.066,175,322,19,359 ,"16,60% ",65 ,"43,05% ",30,55
2020-11-10,Murcia,3871,292,518,34,614 ,"14,64% ",103 ,"21,91% ",107,72
2020-11-10,Melilla,247,19,32,5,47 ,"26,26% ",7 ,"50,00% ",3,4
2020-11-10,Madrid,50.275,284,3.607,10,2.773 ,"16,49% ",458 ,"36,61% ",208,184
2020-11-10,Galicia,5.446,344,609,48,590 ,"7,13% ",101 ,"13,95% ",78,72
2020-11-10,C. Valenciana,10.735,354,1182,25,1.713 ,"14,94% ",272 ,"25,90% ",247,236
2020-11-10,Baleares,2.230,57,322,7,297 ,"8,85% ",59 ,"20,42% ",29,32
2020-11-10,Cataluña,25.423,280,2.113,17,4.483 ,"17,48% ",632 ,"44,41% ",389,589
2020-11-10,Ceuta,124,11,18,0,39 ,"20,53% ",7 ,"41,18% ",5,6
2020-11-10,Aragón,7.508,384,668,29,996 ,"24,30% ",119 ,"51,52% ",118,116
2020-11-10,Asturias,2.906,475,250,26,922 ,"27,08% ",129 ,"46,24% ",107,94
2020-11-10,Andalucía,15.574,958,1.411,50,3.489 ,"20,76% ",481 ,"28,94% ",413,396
2020-11-10,Cantabria,851,59,86,4,192 ,"11,96% ",34 ,"27,87% ",34,28
2020-11-10,Castilla La Mancha,12.386,116,730,7,935 ,"19,41% ",118 ,"31,81% ",92,96
2020-11-10,Castilla y León,14.519,782,1056,47,1.817 ,"26,60% ",220 ,"41,67% ",199,209
2020-11-10,Canarias,2359,69,455,8,230 ,"4,28% ",47 ,"10,61% ",11,15
2020-11-11,Extremadura,2.800,170,245,24,416 ,"13,21% ",60 ,"27,78% ",40,46
2020-11-11,La Rioja,1.972,106,189,12,184 ,"21,40% ",36 ,"60,00% ",25,17
2020-11-11,País Vasco,8.016,24,568,7,864 ,"18,56% ",122 ,"32,97% ",145,126
2020-11-11,Navarra,4.084,152,327,22,345 ,"16,01% ",69 ,"45,70% ",30,44
2020-11-11,Murcia,3973,331,528,39,623 ,"14,85% ",102 ,"21,70% ",106,73
2020-11-11,Melilla,258,22,34,6,46 ,"25,70% ",7 ,"50,00% ",0,2
2020-11-11,Madrid,50.484,335,3.620,13,2.788 ,"16,33% ",445 ,"35,01% ",253,305
2020-11-11,Galicia,5.525,349,616,45,582 ,"7,03% ",97 ,"13,40% ",80,63
2020-11-11,C. Valenciana,10.915,419,1195,29,1.784 ,"15,53% ",276 ,"26,09% ",225,183
2020-11-11,Asturias,3.022,502,253,25,934 ,"27,32% ",128 ,"44,29% ",122,109
2020-11-11,Cataluña,25.544,262,2.126,17,4.535 ,"17,24% ",632 ,"44,35% ",424,483
2020-11-11,Aragón,7.588,383,675,28,977 ,"23,63% ",121 ,"51,71% ",113,144
2020-11-11,Andalucía,15.900,990,1.439,55,3.477 ,"20,47% ",509 ,"30,41% ",426,446
2020-11-11,Baleares,2.252,64,328,12,278 ,"8,28% ",55 ,"19,03% ",22,31
2020-11-11,Ceuta,126,8,18,0,39 ,"20,74% ",6 ,"35,29% ",2,4
2020-11-11,Cantabria,862,64,86,4,201 ,"12,52% ",36 ,"29,51% ",30,17
2020-11-11,Castilla La Mancha,12.407,96,731,7,920 ,"18,81% ",125 ,"33,33% ",107,117
2020-11-11,Castilla y León,14.677,773,1065,44,1.818 ,"25,61% ",219 ,"41,17% ",220,202
2020-11-11,Canarias,2379,82,456,9,240 ,"4,47% ",48 ,"10,84% ",24,20
