fecha,ccaa,Hosp_Totales,Hosp_7días,UCI_Totales,UCI_7dias,Hosp_actual,%CamasCovid,UCI_actual,%CamasUCI,Ingresos_24horas,Altas_24horas
2020-08-11,Aragón,3.616 ,242 ,317 ,5 ,,,,,,
2020-08-11,Cantabria,1.093 ,17 ,86 ,3 ,,,,,,
2020-08-11,Castilla La Mancha,9.508 ,1 ,670 ,1 ,,,,,,
2020-08-11,Castilla y León,8.930 ,45 ,638 ,3 ,,,,,,
2020-08-11,Canarias,993 ,22 ,188 ,1 ,,,,,,
2020-08-12,Galicia,3.014 ,35 ,342 ,2 ,,,,,,
2020-08-12,La Rioja,1.497 ,3 ,91 ,0 ,,,,,,
2020-08-12,País Vasco,7.039 ,13 ,582 ,1 ,,,,,,
2020-08-12,Navarra,2.127 ,27 ,144 ,5 ,,,,,,
2020-08-12,Murcia,782 ,35 ,122 ,0 ,,,,,,
2020-08-12,Melilla,49 ,3 ,3 ,0 ,,,,,,
2020-08-12,Madrid,43.216 ,144 ,3.669 ,8 ,,,,,,
2020-08-12,Extremadura,1.802 ,7 ,143 ,0 ,,,,,,
2020-08-12,Baleares,1.228 ,21 ,174 ,2 ,,,,,,
2020-08-12,Ceuta,16 ,1 ,4 ,0 ,,,,,,
2020-08-12,Andalucía,6.614 ,78 ,818 ,7 ,,,,,,
2020-08-12,C. Valenciana,6.109 ,98 ,761 ,6 ,,,,,,
2020-08-12,Asturias,1.124 ,4 ,130 ,0 ,,,,,,
2020-08-12,Canarias,999 ,26 ,189 ,2 ,,,,,,
2020-08-12,Aragón,3.654 ,225 ,321 ,5 ,,,,,,
2020-08-12,Castilla La Mancha,9.508 ,2 ,672 ,2 ,,,,,,
2020-08-12,Castilla y León,8.953 ,58 ,639 ,3 ,,,,,,
2020-08-12,Cataluña,29.834 ,64 ,3.022 ,3 ,,,,,,
2020-08-12,Cantabria,1.097 ,20 ,86 ,3 ,,,,,,
2020-08-13,Extremadura,1.803 ,9 ,143 ,0 ,,,,,,
2020-08-13,La Rioja,1.498 ,4 ,91 ,0 ,,,,,,
2020-08-13,País Vasco,7.098 ,14 ,583 ,1 ,,,,,,
2020-08-13,Navarra,2.129 ,28 ,144 ,4 ,,,,,,
2020-08-13,Murcia,788 ,32 ,123 ,1 ,,,,,,
2020-08-13,Melilla,49 ,2 ,3 ,0 ,,,,,,
2020-08-13,Madrid,43.371 ,228 ,3.675 ,9 ,,,,,,
2020-08-13,C. Valenciana,6.123 ,96 ,763 ,6 ,,,,,,
2020-08-13,Galicia,3.023 ,43 ,342 ,2 ,,,,,,
2020-08-13,Cataluña,29.860 ,68 ,3.024 ,3 ,,,,,,
2020-08-13,Ceuta,16 ,1 ,4 ,0 ,,,,,,
2020-08-13,Asturias,1.125 ,5 ,130 ,0 ,,,,,,
2020-08-13,Baleares,1.226 ,27 ,175 ,3 ,,,,,,
2020-08-13,Canarias,1010 ,33 ,190 ,3 ,,,,,,
2020-08-13,Aragón,3.677 ,199 ,321 ,5 ,,,,,,
2020-08-13,Castilla La Mancha,9.510 ,1 ,671 ,1 ,,,,,,
2020-08-13,Castilla y León,8.967 ,61 ,639 ,3 ,,,,,,
2020-08-13,Andalucía,6.637 ,85 ,819 ,7 ,,,,,,
2020-08-13,Cantabria,1.099 ,17 ,86 ,3 ,,,,,,
2020-08-14,Galicia,3.026 ,39 ,342 ,2 ,,,,,,
2020-08-14,La Rioja,1.498 ,3 ,91 ,0 ,,,,,,
2020-08-14,País Vasco,7.100 ,14 ,583 ,1 ,,,,,,
2020-08-14,Navarra,2.141 ,35 ,146 ,4 ,,,,,,
2020-08-14,Murcia,797 ,37 ,124 ,2 ,,,,,,
2020-08-14,Melilla,49 ,1 ,3 ,0 ,,,,,,
2020-08-14,Madrid,43.451 ,279 ,3.675 ,8 ,,,,,,
2020-08-14,Extremadura,1.808 ,13 ,143 ,0 ,,,,,,
2020-08-14,C. Valenciana,6.146 ,96 ,765 ,5 ,,,,,,
2020-08-14,Ceuta,17 ,2 ,4 ,0 ,,,,,,
2020-08-14,Andalucía,6.664 ,99 ,819 ,6 ,,,,,,
2020-08-14,Asturias,1.125 ,4 ,130 ,0 ,,,,,,
2020-08-14,Baleares,1.232 ,31 ,175 ,2 ,,,,,,
2020-08-14,Canarias,1012 ,33 ,190 ,3 ,,,,,,
2020-08-14,Aragón,3.700 ,171 ,321 ,3 ,,,,,,
2020-08-14,Castilla La Mancha,9.510 ,1 ,670 ,1 ,,,,,,
2020-08-14,Castilla y León,8.985 ,65 ,640 ,2 ,,,,,,
2020-08-14,Cataluña,29.882 ,70 ,3.026 ,4 ,,,,,,
2020-08-14,Cantabria,1.104 ,22 ,86 ,3 ,,,,,,
2020-08-17,Galicia,3.060 ,61 ,347 ,6 ,,,,,,
2020-08-17,La Rioja,1.502 ,5 ,91 ,0 ,,,,,,
2020-08-17,País Vasco,7.102 ,6 ,583 ,1 ,,,,,,
2020-08-17,Navarra,2.151 ,34 ,147 ,5 ,,,,,,
2020-08-17,Murcia,808 ,29 ,125 ,1 ,,,,,,
2020-08-17,Melilla,49 ,0 ,3 ,0 ,,,,,,
2020-08-17,Madrid,43.575 ,291 ,3.679 ,5 ,,,,,,
2020-08-17,Extremadura,1.811 ,13 ,143 ,0 ,,,,,,
2020-08-17,Andalucía,6.724 ,125 ,826 ,10 ,,,,,,
2020-08-17,Ceuta,17 ,2 ,4 ,0 ,,,,,,
2020-08-17,C. Valenciana,6.196 ,102 ,766 ,5 ,,,,,,
2020-08-17,Asturias,1.127 ,5 ,130 ,0 ,,,,,,
2020-08-17,Baleares,1.240 ,25 ,178 ,4 ,,,,,,
2020-08-17,Canarias,1036 ,47 ,194 ,6 ,,,,,,
2020-08-17,Aragón,3.758 ,142 ,324 ,4 ,,,,,,
2020-08-17,Castilla La Mancha,9.508 ,1 ,672 ,1 ,,,,,,
2020-08-17,Castilla y León,8.997 ,54 ,642 ,3 ,,,,,,
2020-08-17,Cataluña,29.918 ,49 ,3.028 ,4 ,,,,,,
2020-08-17,Cantabria,1.116 ,25 ,86 ,1 ,,,,,,
2020-08-18,La Rioja,1.503 ,6 ,91 ,0 ,,,,,,
2020-08-18,País Vasco,7.102 ,1 ,583 ,0 ,,,,,,
2020-08-18,Navarra,2.156 ,33 ,148 ,4 ,,,,,,
2020-08-18,Murcia,817 ,35 ,126 ,2 ,,,,,,
2020-08-18,Melilla,49 ,0 ,3 ,0 ,,,,,,
2020-08-18,Galicia,3.072 ,61 ,348 ,7 ,,,,,,
2020-08-18,Extremadura,1.812 ,14 ,143 ,0 ,,,,,,
2020-08-18,Madrid,43.674 ,308 ,3.682 ,5 ,,,,,,
2020-08-18,C. Valenciana,6.243 ,118 ,772 ,8 ,,,,,,
2020-08-18,Andalucía,6.758 ,144 ,832 ,16 ,,,,,,
2020-08-18,Aragón,3.775 ,139 ,324 ,3 ,,,,,,
2020-08-18,Asturias,1.128 ,4 ,130 ,0 ,,,,,,
2020-08-18,Baleares,1.245 ,24 ,179 ,5 ,,,,,,
2020-08-18,Ceuta,17 ,1 ,4 ,0 ,,,,,,
2020-08-18,Cantabria,1.118 ,24 ,86 ,0 ,,,,,,
2020-08-18,Castilla La Mancha,9.508 ,0 ,672 ,1 ,,,,,,
2020-08-18,Castilla y León,9.043 ,84 ,645 ,6 ,,,,,,
2020-08-18,Canarias,1051 ,58 ,196 ,7 ,,,,,,
2020-08-18,Cataluña,29.944 ,42 ,3.028 ,1 ,,,,,,
2020-08-19,La Rioja,1.504 ,7 ,91 ,0 ,,,,,,
2020-08-19,País Vasco,7.103 ,0 ,583 ,0 ,,,,,,
2020-08-19,Navarra,2.162 ,34 ,148 ,4 ,,,,,,
2020-08-19,Murcia,841 ,52 ,129 ,5 ,,,,,,
2020-08-19,Melilla,52 ,3 ,3 ,0 ,,,,,,
2020-08-19,Madrid,43.790 ,346 ,3.691 ,10 ,,,,,,
2020-08-19,Extremadura,1.815 ,14 ,143 ,0 ,,,,,,
2020-08-19,C. Valenciana,6.264 ,122 ,773 ,8 ,,,,,,
2020-08-19,Galicia,3.080 ,66 ,348 ,6 ,,,,,,
2020-08-19,Cataluña,30.001 ,61 ,3.031 ,2 ,,,,,,
2020-08-19,Andalucía,6.801 ,168 ,832 ,13 ,,,,,,
2020-08-19,Ceuta,17 ,1 ,4 ,0 ,,,,,,
2020-08-19,Asturias,1.128 ,3 ,130 ,0 ,,,,,,
2020-08-19,Baleares,1.251 ,22 ,179 ,4 ,,,,,,
2020-08-19,Aragón,3.912 ,251 ,337 ,11 ,,,,,,
2020-08-19,Cantabria,1.121 ,24 ,86 ,0 ,,,,,,
2020-08-19,Castilla La Mancha,9.508 ,1 ,671 ,1 ,,,,,,
2020-08-19,Castilla y León,9.060 ,89 ,647 ,8 ,,,,,,
2020-08-19,Canarias,1068 ,72 ,201 ,12 ,,,,,,
2020-08-20,La Rioja,1.507 ,9 ,91 ,0 ,,,,,,
2020-08-20,País Vasco,7.103 ,0 ,583 ,0 ,,,,,,
2020-08-20,Galicia,3.095 ,72 ,349 ,7 ,,,,,,
2020-08-20,Navarra,2.170 ,38 ,148 ,3 ,,,,,,
2020-08-20,Murcia,853 ,57 ,130 ,6 ,,,,,,
2020-08-20,Melilla,53 ,4 ,3 ,0 ,,,,,,
2020-08-20,Madrid,43.905 ,364 ,3.694 ,12 ,,,,,,
2020-08-20,Extremadura,1.821 ,18 ,143 ,0 ,,,,,,
2020-08-20,Baleares,1.255 ,18 ,181 ,5 ,,,,,,
2020-08-20,Ceuta,17 ,1 ,4 ,0 ,,,,,,
2020-08-20,C. Valenciana,6.304 ,144 ,775 ,8 ,,,,,,
2020-08-20,Aragón,3.923 ,212 ,338 ,12 ,,,,,,
2020-08-20,Asturias,1.128 ,3 ,130 ,0 ,,,,,,
2020-08-20,Canarias,1084 ,78 ,202 ,12 ,,,,,,
2020-08-20,Andalucía,6.825 ,179 ,833 ,11 ,,,,,,
2020-08-20,Castilla La Mancha,9.546 ,10 ,672 ,1 ,,,,,,
2020-08-20,Castilla y León,9.088 ,103 ,647 ,8 ,,,,,,
2020-08-20,Cataluña,30.035 ,72 ,3.035 ,4 ,,,,,,
2020-08-20,Cantabria,1.124 ,25 ,87 ,1 ,,,,,,
2020-08-21,La Rioja,1.513 ,15 ,92 ,1 ,,,,,,
2020-08-21,País Vasco,7.108 ,0 ,583 ,0 ,,,,,,
2020-08-21,Navarra,2.178 ,37 ,150 ,4 ,,,,,,
2020-08-21,Murcia,872 ,64 ,130 ,4 ,,,,,,
2020-08-21,Melilla,53 ,4 ,3 ,0 ,,,,,,
2020-08-21,Madrid,44.028 ,392 ,3.699 ,14 ,,,,,,
2020-08-21,Galicia,3.113 ,87 ,349 ,7 ,,,,,,
2020-08-21,Extremadura,1.825 ,16 ,144 ,1 ,,,,,,
2020-08-21,Ceuta,17 ,0 ,4 ,0 ,,,,,,
2020-08-21,Cataluña,30.064 ,78 ,3.035 ,4 ,,,,,,
2020-08-21,C. Valenciana,6.325 ,142 ,776 ,9 ,,,,,,
2020-08-21,Aragón,3.939 ,185 ,338 ,9 ,,,,,,
2020-08-21,Asturias,1.128 ,3 ,130 ,0 ,,,,,,
2020-08-21,Baleares,1.265 ,23 ,181 ,4 ,,,,,,
2020-08-21,Andalucía,6.868 ,188 ,835 ,12 ,,,,,,
2020-08-21,Cantabria,1.124 ,20 ,87 ,1 ,,,,,,
2020-08-21,Castilla La Mancha,9.542 ,11 ,671 ,1 ,,,,,,
2020-08-21,Castilla y León,9.114 ,115 ,649 ,8 ,,,,,,
2020-08-21,Canarias,1099 ,87 ,204 ,14 ,,,,,,
2020-08-24,Galicia,3.146 ,86 ,354 ,7 ,,,,,,
2020-08-24,La Rioja,1.521 ,19 ,92 ,1 ,,,,,,
2020-08-24,País Vasco,7.109 ,1 ,583 ,0 ,,,,,,
2020-08-24,Navarra,2.190 ,39 ,152 ,5 ,,,,,,
2020-08-24,Murcia,893 ,55 ,130 ,2 ,,,,,,
2020-08-24,Melilla,55 ,6 ,3 ,0 ,,,,,,
2020-08-24,Madrid,44.155 ,350 ,3.705 ,13 ,,,,,,
2020-08-24,Extremadura,1.837 ,23 ,145 ,2 ,,,,,,
2020-08-24,C. Valenciana,6.372 ,103 ,777 ,4 ,,,,,,
2020-08-24,Ceuta,18 ,1 ,4 ,0 ,,,,,,
2020-08-24,Andalucía,6.926 ,180 ,841 ,6 ,,,,,,
2020-08-24,Asturias,1.129 ,1 ,130 ,0 ,,,,,,
2020-08-24,Baleares,1.276 ,12 ,184 ,3 ,,,,,,
2020-08-24,Canarias,1138 ,100 ,210 ,16 ,,,,,,
2020-08-24,Aragón,3.974 ,127 ,338 ,2 ,,,,,,
2020-08-24,Castilla La Mancha,9.550 ,12 ,671 ,0 ,,,,,,
2020-08-24,Castilla y León,9.143 ,92 ,652 ,6 ,,,,,,
2020-08-24,Cataluña,30.098 ,60 ,3.039 ,5 ,,,,,,
2020-08-24,Cantabria,1.143 ,27 ,88 ,2 ,,,,,,
2020-08-25,Galicia,3.160 ,89 ,355 ,7 ,,,,,,
2020-08-25,La Rioja,1.524 ,20 ,92 ,1 ,,,,,,
2020-08-25,País Vasco,7.116 ,6 ,583 ,0 ,,,,,,
2020-08-25,Navarra,2.195 ,39 ,152 ,4 ,,,,,,
2020-08-25,Murcia,913 ,65 ,133 ,3 ,,,,,,
2020-08-25,Melilla,55 ,4 ,3 ,0 ,,,,,,
2020-08-25,Madrid,44.339 ,413 ,3.713 ,13 ,,,,,,
2020-08-25,Extremadura,1.839 ,23 ,145 ,2 ,,,,,,
2020-08-25,Andalucía,6.984 ,190 ,846 ,9 ,,,,,,
2020-08-25,Ceuta,18 ,1 ,4 ,0 ,,,,,,
2020-08-25,C. Valenciana,6.414 ,119 ,782 ,8 ,,,,,,
2020-08-25,Asturias,1.131 ,2 ,130 ,0 ,,,,,,
2020-08-25,Baleares,1.311 ,31 ,191 ,6 ,,,,,,
2020-08-25,Canarias,1153 ,96 ,213 ,16 ,,,,,,
2020-08-25,Aragón,3.984 ,103 ,338 ,1 ,,,,,,
2020-08-25,Castilla La Mancha,9.552 ,10 ,673 ,2 ,,,,,,
2020-08-25,Castilla y León,9.170 ,98 ,654 ,5 ,,,,,,
2020-08-25,Cataluña,30.123 ,64 ,3.042 ,7 ,,,,,,
2020-08-25,Cantabria,1.148 ,30 ,89 ,3 ,,,,,,
2020-08-26,La Rioja,1.525 ,20 ,92 ,1 ,,,,,,
2020-08-26,País Vasco,7.122 ,8 ,584 ,1 ,,,,,,
2020-08-26,Navarra,2.203 ,41 ,154 ,6 ,,,,,,
2020-08-26,Murcia,930 ,67 ,134 ,3 ,,,,,,
2020-08-26,Melilla,56 ,4 ,4 ,1 ,,,,,,
2020-08-26,Madrid,44.526 ,502 ,3.717 ,13 ,,,,,,
2020-08-26,Galicia,3.179 ,98 ,357 ,9 ,,,,,,
2020-08-26,Extremadura,1.842 ,24 ,147 ,4 ,,,,,,
2020-08-26,C. Valenciana,6.414 ,101 ,782 ,6 ,,,,,,
2020-08-26,Cataluña,30.154 ,57 ,3.044 ,6 ,,,,,,
2020-08-26,Ceuta,18 ,1 ,4 ,0 ,,,,,,
2020-08-26,Aragón,3.993 ,81 ,338 ,1 ,,,,,,
2020-08-26,Asturias,1.133 ,4 ,130 ,0 ,,,,,,
2020-08-26,Baleares,1.329 ,40 ,198 ,8 ,,,,,,
2020-08-26,Andalucía,7.033 ,202 ,848 ,11 ,,,,,,
2020-08-26,Cantabria,1.153 ,32 ,89 ,3 ,,,,,,
2020-08-26,Castilla La Mancha,9.559 ,17 ,674 ,3 ,,,,,,
2020-08-26,Canarias,1170 ,98 ,217 ,16 ,,,,,,
2020-08-26,Castilla y León,9.210 ,117 ,659 ,10 ,,,,,,
2020-08-27,La Rioja,1.526 ,19 ,92 ,1 ,,,,,,
2020-08-27,País Vasco,7.124 ,8 ,585 ,1 ,,,,,,
2020-08-27,Navarra,2.205 ,35 ,154 ,6 ,,,,,,
2020-08-27,Murcia,953 ,75 ,137 ,6 ,,,,,,
2020-08-27,Melilla,56 ,3 ,4 ,1 ,,,,,,
2020-08-27,Madrid,44.629 ,490 ,3.718 ,11 ,,,,,,
2020-08-27,Extremadura,1.850 ,22 ,150 ,6 ,,,,,,
2020-08-27,C. Valenciana,6.520 ,153 ,794 ,14 ,,,,,,
2020-08-27,Galicia,3.191 ,96 ,357 ,8 ,,,,,,
2020-08-27,Cataluña,30.181 ,62 ,3.045 ,5 ,,,,,,
2020-08-27,Andalucía,7.094 ,230 ,855 ,14 ,,,,,,
2020-08-27,Ceuta,18 ,1 ,4 ,0 ,,,,,,
2020-08-27,Asturias,1.135 ,6 ,130 ,0 ,,,,,,
2020-08-27,Baleares,1.350 ,40 ,199 ,7 ,,,,,,
2020-08-27,Aragón,4.003 ,81 ,338 ,0 ,,,,,,
2020-08-27,Cantabria,1.155 ,31 ,89 ,2 ,,,,,,
2020-08-27,Castilla La Mancha,9.563 ,20 ,674 ,3 ,,,,,,
2020-08-27,Castilla y León,9.247 ,129 ,660 ,10 ,,,,,,
2020-08-27,Canarias,1188 ,106 ,221 ,19 ,,,,,,
2020-08-28,La Rioja,1.530 ,16 ,96 ,4 ,,,,,,
2020-08-28,País Vasco,7.124 ,7 ,585 ,1 ,,,,,,
2020-08-28,Navarra,2.222 ,44 ,154 ,4 ,,,,,,
2020-08-28,Murcia,982 ,91 ,143 ,9 ,,,,,,
2020-08-28,Melilla,57 ,4 ,4 ,1 ,,,,,,
2020-08-28,Galicia,3.208 ,96 ,357 ,8 ,,,,,,
2020-08-28,Extremadura,1.850 ,21 ,149 ,4 ,,,,,,
2020-08-28,Madrid,44.780 ,503 ,3.723 ,12 ,,,,,,
2020-08-28,C. Valenciana,6.552 ,151 ,799 ,15 ,,,,,,
2020-08-28,Aragón,4.008 ,70 ,338 ,0 ,,,,,,
2020-08-28,Asturias,1.137 ,8 ,130 ,0 ,,,,,,
2020-08-28,Baleares,1.361 ,43 ,205 ,13 ,,,,,,
2020-08-28,Canarias,1214 ,116 ,225 ,21 ,,,,,,
2020-08-28,Andalucía,7.152 ,254 ,862 ,18 ,,,,,,
2020-08-28,Castilla La Mancha,9.572 ,24 ,675 ,4 ,,,,,,
2020-08-28,Castilla y León,9.284 ,136 ,661 ,9 ,,,,,,
2020-08-28,Cataluña,30.217 ,76 ,3.046 ,4 ,,,,,,
2020-08-28,Cantabria,1.160 ,32 ,89 ,2 ,,,,,,
2020-08-28,Ceuta,18 ,1 ,4 ,0 ,,,,,,
2020-08-31,Extremadura,1.872 ,30 ,153 ,8 ,,,,,,
2020-08-31,La Rioja,1.561 ,31 ,99 ,7 ,,,,,,
2020-08-31,País Vasco,7.125 ,3 ,585 ,1 ,,,,,,
2020-08-31,Navarra,2.250 ,58 ,157 ,4 ,,,,,,
2020-08-31,Murcia,1028 ,76 ,149 ,6 ,,,,,,
2020-08-31,Melilla,60 ,5 ,4 ,1 ,,,,,,
2020-08-31,Madrid,44.974 ,420 ,3.734 ,14 ,,,,,,
2020-08-31,Galicia,3.274 ,129 ,364 ,11 ,,,,,,
2020-08-31,Ceuta,23 ,5 ,4 ,0 ,,,,,,
2020-08-31,Cataluña,30.245 ,52 ,3.052 ,3 ,,,,,,
2020-08-31,C. Valenciana,6.619 ,136 ,801 ,11 ,,,,,,
2020-08-31,Aragón,4.021 ,48 ,339 ,1 ,,,,,,
2020-08-31,Asturias,1.145 ,14 ,131 ,1 ,,,,,,
2020-08-31,Baleares,1.391 ,41 ,206 ,10 ,,,,,,
2020-08-31,Andalucía,7.247 ,254 ,872 ,21 ,,,,,,
2020-08-31,Cantabria,1.174 ,31 ,89 ,1 ,,,,,,
2020-08-31,Castilla La Mancha,9.591 ,28 ,676 ,2 ,,,,,,
2020-08-31,Castilla y León,9.358 ,156 ,668 ,12 ,,,,,,
2020-08-31,Canarias,1273 ,139 ,229 ,19 ,,,,,,
2020-09-01,La Rioja,1.566 ,32 ,97 ,5 ,,,,,,
2020-09-01,País Vasco,7.125 ,2 ,585 ,0 ,,,,,,
2020-09-01,Navarra,2.256 ,59 ,157 ,4 ,,,,,,
2020-09-01,Murcia,1067 ,96 ,154 ,7 ,,,,,,
2020-09-01,Melilla,61 ,6 ,4 ,1 ,,,,,,
2020-09-01,Madrid,45.074 ,409 ,3.736 ,13 ,,,,,,
2020-09-01,Galicia,3.302 ,141 ,366 ,11 ,,,,,,
2020-09-01,Extremadura,1.875 ,30 ,153 ,7 ,,,,,,
2020-09-01,C. Valenciana,6.676 ,156 ,806 ,11 ,,,,,,
2020-09-01,Cataluña,30.266 ,43 ,3.054 ,4 ,,,,,,
2020-09-01,Andalucía,7.321 ,289 ,881 ,25 ,,,,,,
2020-09-01,Aragón,4.059 ,76 ,339 ,1 ,,,,,,
2020-09-01,Asturias,1.146 ,13 ,131 ,1 ,,,,,,
2020-09-01,Baleares,1.398 ,37 ,207 ,6 ,,,,,,
2020-09-01,Ceuta,23 ,5 ,4 ,0 ,,,,,,
2020-09-01,Cantabria,1.176 ,28 ,90 ,1 ,,,,,,
2020-09-01,Castilla La Mancha,9.599 ,32 ,676 ,1 ,,,,,,
2020-09-01,Castilla y León,9.409 ,165 ,672 ,14 ,,,,,,
2020-09-01,Canarias,1294 ,142 ,233 ,20 ,,,,,,
2020-09-02,La Rioja,1.574 ,37 ,99 ,7 ,,,,,,
2020-09-02,País Vasco,7.126 ,1 ,586 ,1 ,,,,,,
2020-09-02,Navarra,2.265 ,60 ,158 ,3 ,,,,,,
2020-09-02,Murcia,1086 ,94 ,157 ,8 ,,,,,,
2020-09-02,Melilla,61 ,5 ,5 ,1 ,,,,,,
2020-09-02,Galicia,3.322 ,143 ,366 ,9 ,,,,,,
2020-09-02,Extremadura,1.880 ,32 ,154 ,8 ,,,,,,
2020-09-02,Madrid,45.220 ,424 ,3.744 ,16 ,,,,,,
2020-09-02,Andalucía,7.391 ,311 ,884 ,22 ,,,,,,
2020-09-02,Ceuta,23 ,5 ,4 ,0 ,,,,,,
2020-09-02,Aragón,4.075 ,83 ,340 ,2 ,,,,,,
2020-09-02,Asturias,1.156 ,21 ,133 ,3 ,,,,,,
2020-09-02,Baleares,1.405 ,22 ,207 ,5 ,,,,,,
2020-09-02,C. Valenciana,6.719 ,164 ,807 ,11 ,,,,,,
2020-09-02,Cantabria,1.182 ,29 ,90 ,1 ,,,,,,
2020-09-02,Castilla La Mancha,9.615 ,39 ,676 ,1 ,,,,,,
2020-09-02,Castilla y León,9.445 ,166 ,677 ,15 ,,,,,,
2020-09-02,Cataluña,30.311 ,48 ,3.056 ,4 ,,,,,,
2020-09-02,Canarias,1318 ,147 ,237 ,20 ,,,,,,
2020-09-03,La Rioja,1.592 ,38 ,100 ,7 ,,,,,,
2020-09-03,País Vasco,7.129 ,4 ,586 ,1 ,,,,,,
2020-09-03,Navarra,2.274 ,60 ,159 ,4 ,,,,,,
2020-09-03,Murcia,1086 ,79 ,156 ,8 ,,,,,,
2020-09-03,Melilla,61 ,5 ,5 ,1 ,,,,,,
2020-09-03,Madrid,45.338 ,407 ,3.750 ,19 ,,,,,,
2020-09-03,Galicia,3.349 ,157 ,370 ,13 ,,,,,,
2020-09-03,Extremadura,1.883 ,30 ,154 ,6 ,,,,,,
2020-09-03,C. Valenciana,6.761 ,179 ,812 ,11 ,,,,,,
2020-09-03,Cataluña,30.339 ,56 ,3.056 ,3 ,,,,,,
2020-09-03,Aragón,4.088 ,85 ,341 ,3 ,,,,,,
2020-09-03,Asturias,1.158 ,21 ,133 ,3 ,,,,,,
2020-09-03,Baleares,1.423 ,34 ,207 ,3 ,,,,,,
2020-09-03,Andalucía,7.445 ,314 ,889 ,22 ,,,,,,
2020-09-03,Cantabria,1.187 ,32 ,90 ,1 ,,,,,,
2020-09-03,Castilla La Mancha,9.622 ,40 ,677 ,3 ,,,,,,
2020-09-03,Castilla y León,9.475 ,156 ,680 ,17 ,,,,,,
2020-09-03,Canarias,1344 ,151 ,240 ,19 ,,,,,,
2020-09-03,Ceuta,23 ,5 ,4 ,0 ,,,,,,
2020-09-04,Extremadura,1.887 ,30 ,156 ,6 ,,,,,,
2020-09-04,La Rioja,1.593 ,33 ,100 ,3 ,,,,,,
2020-09-04,País Vasco,7.129 ,3 ,586 ,1 ,,,,,,
2020-09-04,Navarra,2.280 ,57 ,160 ,5 ,,,,,,
2020-09-04,Murcia,1112 ,87 ,158 ,8 ,,,,,,
2020-09-04,Melilla,63 ,6 ,5 ,1 ,,,,,,
2020-09-04,Madrid,45.451 ,389 ,3.752 ,16 ,,,,,,
2020-09-04,Galicia,3.380 ,167 ,371 ,14 ,,,,,,
2020-09-04,C. Valenciana,6.800 ,182 ,815 ,12 ,,,,,,
2020-09-04,Cataluña,30.368 ,58 ,3.057 ,3 ,,,,,,
2020-09-04,Ceuta,24 ,6 ,4 ,0 ,,,,,,
2020-09-04,Aragón,4.440 ,181 ,376 ,12 ,,,,,,
2020-09-04,Asturias,1.163 ,22 ,133 ,3 ,,,,,,
2020-09-04,Baleares,1.431 ,28 ,208 ,3 ,,,,,,
2020-09-04,Andalucía,7.516 ,337 ,895 ,22 ,,,,,,
2020-09-04,Cantabria,1.189 ,29 ,90 ,1 ,,,,,,
2020-09-04,Castilla La Mancha,9.626 ,35 ,677 ,2 ,,,,,,
2020-09-04,Castilla y León,9.501 ,146 ,681 ,17 ,,,,,,
2020-09-04,Canarias,1369 ,150 ,247 ,22 ,,,,,,
2020-09-07,La Rioja,1.603 ,25 ,102 ,4 ,,,,,,
2020-09-07,País Vasco,7.132 ,4 ,586 ,1 ,,,,,,
2020-09-07,Navarra,2.325 ,76 ,163 ,6 ,,,,,,
2020-09-07,Murcia,1228 ,124 ,178 ,15 ,,,,,,
2020-09-07,Melilla,64 ,3 ,5 ,1 ,,,,,,
2020-09-07,Madrid,45.624 ,321 ,3.758 ,11 ,,,,,,
2020-09-07,Galicia,3.433 ,157 ,377 ,12 ,,,,,,
2020-09-07,C. Valenciana,6.885 ,167 ,830 ,21 ,,,,,,
2020-09-07,Extremadura,1.903 ,30 ,159 ,6 ,,,,,,
2020-09-07,Cataluña,30.409 ,45 ,3.060 ,3 ,,,,,,
2020-09-07,Andalucía,7.719 ,382 ,909 ,23 ,,,,,,
2020-09-07,Aragón,4.480 ,134 ,376 ,6 ,,,,,,
2020-09-07,Asturias,1.177 ,24 ,135 ,3 ,,,,,,
2020-09-07,Baleares,1.437 ,11 ,208 ,1 ,,,,,,
2020-09-07,Ceuta,26 ,3 ,5 ,1 ,,,,,,
2020-09-07,Cantabria,1.201 ,27 ,90 ,1 ,,,,,,
2020-09-07,Castilla La Mancha,9.633 ,19 ,677 ,2 ,,,,,,
2020-09-07,Castilla y León,9.576 ,126 ,685 ,10 ,,,,,,
2020-09-07,Canarias,1433 ,151 ,263 ,34 ,,,,,,
2020-09-08,Galicia,3.453 ,148 ,381 ,13 ,,,,,,
2020-09-08,La Rioja,1.617 ,32 ,102 ,4 ,,,,,,
2020-09-08,País Vasco,7.135 ,2 ,586 ,0 ,,,,,,
2020-09-08,Navarra,2.338 ,83 ,164 ,7 ,,,,,,
2020-09-08,Murcia,1281 ,134 ,188 ,18 ,,,,,,
2020-09-08,Melilla,69 ,8 ,5 ,1 ,,,,,,
2020-09-08,Madrid,45.773 ,363 ,3.765 ,14 ,,,,,,
2020-09-08,Extremadura,1.910 ,32 ,159 ,6 ,,,,,,
2020-09-08,C. Valenciana,6.949 ,190 ,835 ,22 ,,,,,,
2020-09-08,Ceuta,26 ,3 ,5 ,1 ,,,,,,
2020-09-08,Andalucía,7.800 ,386 ,914 ,23 ,,,,,,
2020-09-08,Asturias,1.178 ,22 ,135 ,3 ,,,,,,
