date,cases_accumulated,recovered,deceased,Isla,hospitalized,intensive_care
2020-07-15,1539,1412,111,Tenerife,12,1
2020-07-16,1540,1412,111,Tenerife,18,1
2020-07-17,1541,1414,111,Tenerife,11,1
2020-07-18,1546,1414,111,Tenerife,12,1
2020-07-19,1547,1414,111,Tenerife,14,1
2020-07-20,1548,1414,111,Tenerife,15,2
2020-07-21,1551,1414,111,Tenerife,14,1
2020-07-22,1554,1414,111,Tenerife,12,1
2020-07-23,1561,1414,111,Tenerife,14,1
2020-07-24,1570,1415,111,Tenerife,17,1
2020-07-25,1586,1416,111,Tenerife,19,1
2020-07-26,1587,1416,111,Tenerife,24,1
2020-07-27,1589,1418,111,Tenerife,24,1
2020-07-28,1593,1419,111,Tenerife,24,1
2020-07-29,1596,1423,111,Tenerife,23,2
2020-07-30,1596,1425,111,Tenerife,21,1
2020-07-31,1605,1427,111,Tenerife,24,1
2020-06-01,1514,1326,110,Tenerife,37,6
2020-06-02,1517,1334,111,Tenerife,33,4
2020-06-03,1518,1343,111,Tenerife,34,3
2020-06-04,1518,1349,111,Tenerife,30,2
2020-06-05,1518,1354,111,Tenerife,32,2
2020-06-06,1520,1355,111,Tenerife,28,2
2020-06-07,1520,1357,111,Tenerife,32,2
2020-06-08,1520,1363,111,Tenerife,27,2
2020-06-09,1520,1366,111,Tenerife,25,2
2020-06-10,1520,1369,111,Tenerife,25,2
2020-06-11,1520,1381,111,Tenerife,24,1
2020-06-12,1522,1383,111,Tenerife,23,2
2020-06-13,1523,1385,111,Tenerife,26,3
2020-06-14,1523,1388,111,Tenerife,18,1
2020-06-15,1523,1389,111,Tenerife,17,1
2020-06-16,1523,1391,111,Tenerife,22,1
2020-06-17,1523,1394,111,Tenerife,18,1
2020-06-18,1524,1397,111,Tenerife,17,1
2020-06-19,1525,1398,111,Tenerife,20,2
2020-06-20,1525,1400,111,Tenerife,20,2
2020-06-21,1525,1401,111,Tenerife,26,3
2020-06-22,1525,1403,111,Tenerife,17,2
2020-06-23,1525,1405,111,Tenerife,18,2
2020-06-24,1525,1405,111,Tenerife,16,2
2020-06-25,1525,1406,111,Tenerife,12,1
2020-06-26,1525,1408,111,Tenerife,12,1
2020-06-27,1525,1409,111,Tenerife,14,1
2020-06-28,1525,1409,111,Tenerife,13,1
2020-06-29,1525,1409,111,Tenerife,14,1
2020-06-30,1525,1409,111,Tenerife,11,1
2020-03-03,6,0,0,Tenerife,NA,NA
2020-03-04,6,0,0,Tenerife,NA,NA
2020-03-05,8,1,0,Tenerife,NA,NA
2020-03-06,12,1,0,Tenerife,NA,NA
2020-03-07,14,1,0,Tenerife,NA,NA
2020-03-08,15,3,0,Tenerife,NA,NA
2020-03-09,16,3,0,Tenerife,NA,NA
2020-03-10,23,3,0,Tenerife,NA,NA
2020-03-11,32,3,0,Tenerife,NA,NA
2020-03-12,45,3,0,Tenerife,NA,NA
2020-03-13,61,4,0,Tenerife,NA,NA
2020-03-14,77,4,0,Tenerife,NA,NA
2020-03-15,91,5,1,Tenerife,NA,NA
2020-03-16,119,6,1,Tenerife,NA,NA
2020-03-17,146,6,2,Tenerife,NA,NA
2020-03-18,194,7,2,Tenerife,NA,NA
2020-03-19,219,8,4,Tenerife,NA,NA
2020-03-20,267,10,6,Tenerife,NA,NA
2020-03-21,322,10,6,Tenerife,NA,NA
2020-03-22,366,12,6,Tenerife,NA,NA
2020-03-23,430,13,10,Tenerife,187,25
2020-03-24,520,14,14,Tenerife,200,34
2020-03-25,578,16,20,Tenerife,224,38
2020-03-26,671,20,27,Tenerife,247,41
2020-03-27,727,33,33,Tenerife,274,41
2020-03-28,784,39,37,Tenerife,287,47
2020-03-29,836,42,40,Tenerife,317,50
2020-03-30,883,63,42,Tenerife,308,51
2020-03-31,933,80,47,Tenerife,280,55
2020-05-01,1435,890,97,Tenerife,126,26
2020-05-02,1437,905,97,Tenerife,115,27
2020-05-03,1442,910,98,Tenerife,121,26
2020-05-04,1442,955,98,Tenerife,124,22
2020-05-05,1442,978,99,Tenerife,120,15
2020-05-06,1444,1015,103,Tenerife,117,14
2020-05-07,1451,1031,103,Tenerife,108,10
2020-05-08,1455,1064,103,Tenerife,97,10
2020-05-09,1458,1073,103,Tenerife,97,11
2020-05-10,1461,1075,103,Tenerife,90,10
2020-05-11,1462,1095,103,Tenerife,79,8
2020-05-12,1462,1112,103,Tenerife,82,8
2020-05-13,1466,1133,103,Tenerife,77,8
2020-05-14,1469,1151,103,Tenerife,81,13
2020-05-15,1471,1166,103,Tenerife,71,10
2020-05-16,1475,1173,105,Tenerife,64,8
2020-05-17,1475,1175,106,Tenerife,69,9
2020-05-18,1476,1201,107,Tenerife,71,11
2020-05-19,1485,1215,107,Tenerife,62,11
2020-05-20,1488,1232,107,Tenerife,56,9
2020-05-21,1494,1246,107,Tenerife,56,8
2020-05-22,1495,1266,107,Tenerife,49,9
2020-05-23,1496,1269,107,Tenerife,51,9
2020-05-24,1497,1270,107,Tenerife,45,7
2020-05-25,1499,1278,108,Tenerife,51,7
2020-05-26,1500,1293,109,Tenerife,51,6
2020-05-27,1501,1297,110,Tenerife,47,5
2020-05-28,1504,1305,110,Tenerife,40,5
2020-05-29,1511,1312,110,Tenerife,36,4
2020-05-30,1512,1318,110,Tenerife,38,5
2020-05-31,1512,1319,110,Tenerife,39,4
2020-11-01,6502,5303,151,Tenerife,137,25
2020-11-02,6535,5408,153,Tenerife,146,26
2020-11-03,6626,5471,154,Tenerife,156,27
2020-11-04,6742,5536,154,Tenerife,148,29
2020-11-05,6856,5613,155,Tenerife,136,28
2020-11-06,7001,5707,156,Tenerife,149,29
2020-11-07,7129,5749,158,Tenerife,157,29
2020-11-08,7196,5796,160,Tenerife,165,28
2020-11-09,7244,5923,162,Tenerife,160,30
2020-11-10,7326,6006,164,Tenerife,163,31
2020-11-11,7399,6111,166,Tenerife,166,30
2020-11-12,7476,6217,167,Tenerife,170,31
2020-11-13,7610,6357,167,Tenerife,162,31
2020-11-14,7692,6438,168,Tenerife,165,33
2020-11-15,7737,6494,169,Tenerife,168,29
2020-11-16,7794,6596,170,Tenerife,173,29
2020-11-17,7918,6682,171,Tenerife,170,30
2020-11-18,8006,6741,171,Tenerife,159,28
2020-11-19,8095,6822,172,Tenerife,149,29
2020-11-20,8193,6883,174,Tenerife,141,28
2020-11-21,8278,6928,176,Tenerife,150,27
2020-11-22,8329,6964,179,Tenerife,152,25
2020-11-23,8417,7022,184,Tenerife,152,24
2020-11-24,8527,7074,184,Tenerife,157,23
2020-11-25,8620,7113,185,Tenerife,142,24
2020-11-26,8699,7190,188,Tenerife,143,25
2020-11-27,8784,7285,191,Tenerife,123,23
2020-11-28,8889,7339,193,Tenerife,132,24
2020-11-29,8951,7377,193,Tenerife,143,24
2020-11-30,9034,7474,193,Tenerife,141,24
2020-10-01,4223,3232,127,Tenerife,92,16
2020-10-02,4272,3293,127,Tenerife,77,15
2020-10-03,4342,3339,127,Tenerife,98,18
2020-10-04,4405,3362,127,Tenerife,106,20
2020-10-05,4439,3435,127,Tenerife,111,23
2020-10-06,4500,3500,127,Tenerife,113,25
2020-10-07,4568,3551,127,Tenerife,114,24
2020-10-08,4688,3601,127,Tenerife,111,27
2020-10-09,4771,3663,127,Tenerife,108,26
2020-10-10,4847,3727,129,Tenerife,114,27
2020-10-11,4933,3761,130,Tenerife,124,28
2020-10-12,4962,3798,130,Tenerife,124,25
2020-10-13,5003,3944,132,Tenerife,127,25
2020-10-14,5076,4012,132,Tenerife,141,27
2020-10-15,5183,4090,132,Tenerife,142,27
2020-10-16,5268,4176,137,Tenerife,122,28
2020-10-17,5349,4239,137,Tenerife,123,29
2020-10-18,5422,4286,137,Tenerife,128,31
2020-10-19,5477,4416,139,Tenerife,134,30
2020-10-20,5540,4477,141,Tenerife,133,30
2020-10-21,5659,4543,141,Tenerife,138,28
2020-10-22,5773,4599,143,Tenerife,146,27
2020-10-23,5821,4682,143,Tenerife,162,30
2020-10-24,5905,4746,145,Tenerife,165,30
2020-10-25,5931,4805,145,Tenerife,153,30
2020-10-26,5995,4927,147,Tenerife,148,29
2020-10-27,6062,4979,148,Tenerife,145,29
2020-10-28,6171,5050,148,Tenerife,147,27
2020-10-29,6220,5121,149,Tenerife,138,28
2020-10-30,6302,5221,149,Tenerife,129,27
2020-10-31,6404,5262,150,Tenerife,136,26
2020-09-01,2448,1805,114,Tenerife,41,9
2020-09-02,2510,1834,114,Tenerife,41,11
2020-09-03,2556,1883,115,Tenerife,47,14
2020-09-04,2599,1935,116,Tenerife,52,15
2020-09-05,2655,1956,117,Tenerife,50,12
2020-09-06,2694,1966,118,Tenerife,50,13
2020-09-07,2716,1984,119,Tenerife,62,14
2020-09-08,2741,2066,119,Tenerife,58,16
2020-09-09,2788,2113,120,Tenerife,52,16
2020-09-10,2839,2184,122,Tenerife,47,13
2020-09-11,2924,2234,122,Tenerife,51,15
2020-09-12,2981,2264,122,Tenerife,56,13
2020-09-13,3043,2282,122,Tenerife,55,12
2020-09-14,3067,2342,122,Tenerife,54,12
2020-09-15,3114,2388,123,Tenerife,48,12
2020-09-16,3173,2454,124,Tenerife,48,14
2020-09-17,3236,2498,124,Tenerife,51,14
2020-09-18,3315,2548,124,Tenerife,52,15
2020-09-19,3399,2571,124,Tenerife,52,17
2020-09-20,3451,2603,124,Tenerife,66,18
2020-09-21,3494,2676,124,Tenerife,63,19
2020-09-22,3567,2728,124,Tenerife,62,18
2020-09-23,3633,2775,124,Tenerife,62,19
2020-09-24,3696,2829,125,Tenerife,75,19
2020-09-25,3782,2915,127,Tenerife,79,21
2020-09-26,3844,2958,127,Tenerife,73,24
2020-09-27,3903,2991,127,Tenerife,76,25
2020-09-28,3943,3068,127,Tenerife,79,24
2020-09-29,4013,3123,127,Tenerife,94,21
2020-09-30,4096,3182,127,Tenerife,83,20
