"","Fecha","Provincia","Isla","Hispitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador"
"1227","22/08/2020","Las Palmas","Gran Canaria",70,13,0
"1228","22/08/2020","Las Palmas","Fuerteventura",1,0,0
"1229","22/08/2020","Las Palmas","Lanzarote",7,1,0
"1230","22/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1231","22/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1232","22/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1233","22/09/2020","Santa Cruz de Tenerife","Tenerife",44,17,1
"1234","22/09/2020","Las Palmas","Gran Canaria",130,39,0
"1235","22/09/2020","Las Palmas","Fuerteventura",8,1,0
"1236","22/09/2020","Las Palmas","Lanzarote",8,3,0
"1237","22/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1238","22/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1239","22/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1240","22/10/2020","Santa Cruz de Tenerife","Tenerife",119,27,0
"1241","22/10/2020","Las Palmas","Gran Canaria",86,18,0
"1242","22/10/2020","Las Palmas","Fuerteventura",3,1,0
"1243","22/10/2020","Las Palmas","Lanzarote",3,1,0
"1244","22/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1245","22/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1246","22/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1247","22/11/2020","Santa Cruz de Tenerife","Tenerife",127,25,0
"1248","22/11/2020","Las Palmas","Gran Canaria",45,16,0
"1249","22/11/2020","Las Palmas","Fuerteventura",2,0,0
"1250","22/11/2020","Las Palmas","Lanzarote",4,0,0
"1251","22/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1252","22/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1253","22/11/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1254","23/03/2020","Santa Cruz de Tenerife","Tenerife",162,25,0
"1255","23/03/2020","Las Palmas","Gran Canaria",48,20,0
"1256","23/03/2020","Las Palmas","Fuerteventura",0,0,0
"1257","23/03/2020","Las Palmas","Lanzarote",7,2,0
"1258","23/03/2020","Santa Cruz de Tenerife","La Palma",5,4,0
"1259","23/03/2020","Santa Cruz de Tenerife","El Hierro",3,0,0
"1260","23/03/2020","Santa Cruz de Tenerife","La Gomera",3,0,0
"1261","23/04/2020","Santa Cruz de Tenerife","Tenerife",145,36,0
"1262","23/04/2020","Las Palmas","Gran Canaria",26,17,0
"1263","23/04/2020","Las Palmas","Fuerteventura",1,2,0
"1264","23/04/2020","Las Palmas","Lanzarote",4,5,0
"1265","23/04/2020","Santa Cruz de Tenerife","La Palma",4,0,0
"1266","23/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1267","23/04/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1268","23/05/2020","Santa Cruz de Tenerife","Tenerife",42,9,0
"1269","23/05/2020","Las Palmas","Gran Canaria",6,4,0
"1270","23/05/2020","Las Palmas","Fuerteventura",0,1,0
"1271","23/05/2020","Las Palmas","Lanzarote",1,1,0
"1272","23/05/2020","Santa Cruz de Tenerife","La Palma",3,0,0
"1273","23/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1274","23/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1275","23/06/2020","Santa Cruz de Tenerife","Tenerife",16,2,0
"1276","23/06/2020","Las Palmas","Gran Canaria",3,2,0
"1277","23/06/2020","Las Palmas","Fuerteventura",1,0,0
"1278","23/06/2020","Las Palmas","Lanzarote",0,0,0
"1279","23/06/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1280","23/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1281","23/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1282","23/07/2020","Santa Cruz de Tenerife","Tenerife",13,1,0
"1283","23/07/2020","Las Palmas","Gran Canaria",5,0,0
"1284","23/07/2020","Las Palmas","Fuerteventura",0,0,0
"1285","23/07/2020","Las Palmas","Lanzarote",0,0,0
"1286","23/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1287","23/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1288","23/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1289","23/08/2020","Santa Cruz de Tenerife","Tenerife",31,5,0
"1290","23/08/2020","Las Palmas","Gran Canaria",76,16,0
"1291","23/08/2020","Las Palmas","Fuerteventura",1,0,0
"1292","23/08/2020","Las Palmas","Lanzarote",8,1,0
"1293","23/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1294","23/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1295","23/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1296","23/09/2020","Santa Cruz de Tenerife","Tenerife",43,18,1
"1297","23/09/2020","Las Palmas","Gran Canaria",127,39,0
"1298","23/09/2020","Las Palmas","Fuerteventura",7,1,0
"1299","23/09/2020","Las Palmas","Lanzarote",6,3,0
"1300","23/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1301","23/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1302","23/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1303","23/10/2020","Santa Cruz de Tenerife","Tenerife",132,30,0
"1304","23/10/2020","Las Palmas","Gran Canaria",86,16,0
"1305","23/10/2020","Las Palmas","Fuerteventura",2,1,0
"1306","23/10/2020","Las Palmas","Lanzarote",2,1,0
"1307","23/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1308","23/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1309","23/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1310","23/11/2020","Santa Cruz de Tenerife","Tenerife",128,24,0
"1311","23/11/2020","Las Palmas","Gran Canaria",50,16,0
"1312","23/11/2020","Las Palmas","Fuerteventura",4,0,0
"1313","23/11/2020","Las Palmas","Lanzarote",4,0,0
"1314","23/11/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1315","23/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1316","23/11/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1317","24/03/2020","Santa Cruz de Tenerife","Tenerife",166,34,0
"1318","24/03/2020","Las Palmas","Gran Canaria",64,22,0
"1319","24/03/2020","Las Palmas","Fuerteventura",1,0,0
"1320","24/03/2020","Las Palmas","Lanzarote",13,3,0
"1321","24/03/2020","Santa Cruz de Tenerife","La Palma",9,4,0
"1322","24/03/2020","Santa Cruz de Tenerife","El Hierro",3,0,0
"1323","24/03/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1324","24/04/2020","Santa Cruz de Tenerife","Tenerife",131,33,0
"1325","24/04/2020","Las Palmas","Gran Canaria",22,16,0
"1326","24/04/2020","Las Palmas","Fuerteventura",2,2,0
"1327","24/04/2020","Las Palmas","Lanzarote",3,4,0
"1328","24/04/2020","Santa Cruz de Tenerife","La Palma",5,0,0
"1329","24/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1330","24/04/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1331","24/05/2020","Santa Cruz de Tenerife","Tenerife",38,7,0
"1332","24/05/2020","Las Palmas","Gran Canaria",6,4,0
"1333","24/05/2020","Las Palmas","Fuerteventura",1,1,0
"1334","24/05/2020","Las Palmas","Lanzarote",1,1,0
"1335","24/05/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1336","24/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1337","24/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1338","24/06/2020","Santa Cruz de Tenerife","Tenerife",14,2,0
"1339","24/06/2020","Las Palmas","Gran Canaria",3,2,0
"1340","24/06/2020","Las Palmas","Fuerteventura",0,0,0
"1341","24/06/2020","Las Palmas","Lanzarote",7,0,2
"1342","24/06/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1343","24/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1344","24/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1345","24/07/2020","Santa Cruz de Tenerife","Tenerife",16,1,0
"1346","24/07/2020","Las Palmas","Gran Canaria",4,0,0
"1347","24/07/2020","Las Palmas","Fuerteventura",0,0,0
"1348","24/07/2020","Las Palmas","Lanzarote",0,0,0
"1349","24/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1350","24/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1351","24/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1352","24/08/2020","Santa Cruz de Tenerife","Tenerife",36,6,0
"1353","24/08/2020","Las Palmas","Gran Canaria",85,16,0
"1354","24/08/2020","Las Palmas","Fuerteventura",1,0,0
"1355","24/08/2020","Las Palmas","Lanzarote",10,1,0
"1356","24/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1357","24/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1358","24/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1359","24/09/2020","Santa Cruz de Tenerife","Tenerife",56,19,0
"1360","24/09/2020","Las Palmas","Gran Canaria",131,38,0
"1361","24/09/2020","Las Palmas","Fuerteventura",5,1,0
"1362","24/09/2020","Las Palmas","Lanzarote",6,3,0
"1363","24/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1364","24/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1365","24/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1366","24/10/2020","Santa Cruz de Tenerife","Tenerife",135,30,0
"1367","24/10/2020","Las Palmas","Gran Canaria",84,16,0
"1368","24/10/2020","Las Palmas","Fuerteventura",3,1,0
"1369","24/10/2020","Las Palmas","Lanzarote",2,1,0
"1370","24/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1371","24/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1372","24/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1373","24/11/2020","Santa Cruz de Tenerife","Tenerife",134,23,0
"1374","24/11/2020","Las Palmas","Gran Canaria",52,16,0
"1375","24/11/2020","Las Palmas","Fuerteventura",2,1,0
"1376","24/11/2020","Las Palmas","Lanzarote",7,0,0
"1377","24/11/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1378","24/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1379","24/11/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1380","25/03/2020","Santa Cruz de Tenerife","Tenerife",186,38,0
"1381","25/03/2020","Las Palmas","Gran Canaria",78,26,0
"1382","25/03/2020","Las Palmas","Fuerteventura",1,0,0
"1383","25/03/2020","Las Palmas","Lanzarote",12,4,0
"1384","25/03/2020","Santa Cruz de Tenerife","La Palma",9,4,0
"1385","25/03/2020","Santa Cruz de Tenerife","El Hierro",3,0,0
"1386","25/03/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1387","25/04/2020","Santa Cruz de Tenerife","Tenerife",37,0,0
"1388","25/04/2020","Las Palmas","Gran Canaria",62,29,0
"1389","25/04/2020","Las Palmas","Fuerteventura",2,2,0
"1390","25/04/2020","Las Palmas","Lanzarote",11,11,0
"1391","25/04/2020","Santa Cruz de Tenerife","La Palma",47,13,0
"1392","25/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1393","25/04/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1394","25/05/2020","Santa Cruz de Tenerife","Tenerife",44,7,0
"1395","25/05/2020","Las Palmas","Gran Canaria",6,4,0
"1396","25/05/2020","Las Palmas","Fuerteventura",3,0,0
"1397","25/05/2020","Las Palmas","Lanzarote",1,1,0
"1398","25/05/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1399","25/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1400","25/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1401","25/06/2020","Santa Cruz de Tenerife","Tenerife",11,1,0
"1402","25/06/2020","Las Palmas","Gran Canaria",3,2,0
"1403","25/06/2020","Las Palmas","Fuerteventura",0,0,0
"1404","25/06/2020","Las Palmas","Lanzarote",0,0,0
"1405","25/06/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1406","25/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1407","25/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1408","25/07/2020","Santa Cruz de Tenerife","Tenerife",18,1,0
"1409","25/07/2020","Las Palmas","Gran Canaria",4,0,0
"1410","25/07/2020","Las Palmas","Fuerteventura",0,0,0
"1411","25/07/2020","Las Palmas","Lanzarote",0,0,0
"1412","25/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1413","25/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1414","25/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1415","25/08/2020","Santa Cruz de Tenerife","Tenerife",27,6,0
"1416","25/08/2020","Las Palmas","Gran Canaria",91,20,0
"1417","25/08/2020","Las Palmas","Fuerteventura",1,0,0
"1418","25/08/2020","Las Palmas","Lanzarote",10,1,0
"1419","25/08/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1420","25/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1421","25/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1422","25/09/2020","Santa Cruz de Tenerife","Tenerife",58,21,0
"1423","25/09/2020","Las Palmas","Gran Canaria",128,38,0
"1424","25/09/2020","Las Palmas","Fuerteventura",8,2,0
"1425","25/09/2020","Las Palmas","Lanzarote",7,3,0
"1426","25/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1427","25/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1428","25/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1429","25/10/2020","Santa Cruz de Tenerife","Tenerife",123,30,0
"1430","25/10/2020","Las Palmas","Gran Canaria",87,16,0
"1431","25/10/2020","Las Palmas","Fuerteventura",2,1,0
"1432","25/10/2020","Las Palmas","Lanzarote",2,1,0
"1433","25/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1434","25/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1435","25/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1436","25/11/2020","Santa Cruz de Tenerife","Tenerife",118,24,0
"1437","25/11/2020","Las Palmas","Gran Canaria",51,16,0
"1438","25/11/2020","Las Palmas","Fuerteventura",2,1,0
"1439","25/11/2020","Las Palmas","Lanzarote",5,0,0
"1440","25/11/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1441","25/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1442","25/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1443","26/03/2020","Santa Cruz de Tenerife","Tenerife",206,41,0
"1444","26/03/2020","Las Palmas","Gran Canaria",82,28,0
"1445","26/03/2020","Las Palmas","Fuerteventura",2,0,0
"1446","26/03/2020","Las Palmas","Lanzarote",13,4,0
"1447","26/03/2020","Santa Cruz de Tenerife","La Palma",9,4,0
"1448","26/03/2020","Santa Cruz de Tenerife","El Hierro",3,0,0
"1449","26/03/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1450","26/04/2020","Santa Cruz de Tenerife","Tenerife",133,32,0
"1451","26/04/2020","Las Palmas","Gran Canaria",20,15,0
"1452","26/04/2020","Las Palmas","Fuerteventura",0,2,0
"1453","26/04/2020","Las Palmas","Lanzarote",3,4,0
"1454","26/04/2020","Santa Cruz de Tenerife","La Palma",3,0,0
"1455","26/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1456","26/04/2020","Santa Cruz de Tenerife","La Gomera",1,0,0
"1457","26/05/2020","Santa Cruz de Tenerife","Tenerife",45,6,0
"1458","26/05/2020","Las Palmas","Gran Canaria",8,2,0
"1459","26/05/2020","Las Palmas","Fuerteventura",1,0,0
"1460","26/05/2020","Las Palmas","Lanzarote",1,1,0
"1461","26/05/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1462","26/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1463","26/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1464","26/06/2020","Santa Cruz de Tenerife","Tenerife",11,1,0
"1465","26/06/2020","Las Palmas","Gran Canaria",5,3,0
"1466","26/06/2020","Las Palmas","Fuerteventura",0,0,0
"1467","26/06/2020","Las Palmas","Lanzarote",0,0,0
"1468","26/06/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1469","26/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1470","26/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1471","26/07/2020","Santa Cruz de Tenerife","Tenerife",23,1,0
"1472","26/07/2020","Las Palmas","Gran Canaria",3,0,0
"1473","26/07/2020","Las Palmas","Fuerteventura",0,0,0
"1474","26/07/2020","Las Palmas","Lanzarote",0,0,0
"1475","26/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1476","26/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1477","26/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1478","26/08/2020","Santa Cruz de Tenerife","Tenerife",30,6,0
"1479","26/08/2020","Las Palmas","Gran Canaria",94,22,0
"1480","26/08/2020","Las Palmas","Fuerteventura",0,0,0
"1481","26/08/2020","Las Palmas","Lanzarote",12,1,0
"1482","26/08/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1483","26/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1484","26/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1485","26/09/2020","Santa Cruz de Tenerife","Tenerife",49,24,0
"1486","26/09/2020","Las Palmas","Gran Canaria",127,37,0
"1487","26/09/2020","Las Palmas","Fuerteventura",7,2,0
"1488","26/09/2020","Las Palmas","Lanzarote",6,3,0
"1489","26/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1490","26/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1491","26/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1492","26/10/2020","Santa Cruz de Tenerife","Tenerife",119,29,0
"1493","26/10/2020","Las Palmas","Gran Canaria",77,17,0
"1494","26/10/2020","Las Palmas","Fuerteventura",2,1,0
"1495","26/10/2020","Las Palmas","Lanzarote",0,1,0
"1496","26/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1497","26/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1498","26/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1499","26/11/2020","Santa Cruz de Tenerife","Tenerife",118,25,0
"1500","26/11/2020","Las Palmas","Gran Canaria",52,18,0
"1501","26/11/2020","Las Palmas","Fuerteventura",2,1,0
"1502","26/11/2020","Las Palmas","Lanzarote",4,0,0
"1503","26/11/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1504","26/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1505","26/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1506","27/03/2020","Santa Cruz de Tenerife","Tenerife",233,41,0
"1507","27/03/2020","Las Palmas","Gran Canaria",80,31,10
"1508","27/03/2020","Las Palmas","Fuerteventura",2,1,0
"1509","27/03/2020","Las Palmas","Lanzarote",20,4,6
"1510","27/03/2020","Santa Cruz de Tenerife","La Palma",5,5,0
"1511","27/03/2020","Santa Cruz de Tenerife","El Hierro",2,0,0
"1512","27/03/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1513","27/04/2020","Santa Cruz de Tenerife","Tenerife",120,26,0
"1514","27/04/2020","Las Palmas","Gran Canaria",18,14,0
"1515","27/04/2020","Las Palmas","Fuerteventura",3,2,0
"1516","27/04/2020","Las Palmas","Lanzarote",4,4,0
"1517","27/04/2020","Santa Cruz de Tenerife","La Palma",3,0,0
"1518","27/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1519","27/04/2020","Santa Cruz de Tenerife","La Gomera",3,0,0
"1520","27/05/2020","Santa Cruz de Tenerife","Tenerife",42,5,0
"1521","27/05/2020","Las Palmas","Gran Canaria",8,2,0
"1522","27/05/2020","Las Palmas","Fuerteventura",0,0,0
"1523","27/05/2020","Las Palmas","Lanzarote",2,0,0
"1524","27/05/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1525","27/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1526","27/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1527","27/06/2020","Santa Cruz de Tenerife","Tenerife",13,1,0
"1528","27/06/2020","Las Palmas","Gran Canaria",2,3,0
"1529","27/06/2020","Las Palmas","Fuerteventura",0,0,0
"1530","27/06/2020","Las Palmas","Lanzarote",0,0,0
"1531","27/06/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1532","27/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1533","27/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1534","27/07/2020","Santa Cruz de Tenerife","Tenerife",23,1,0
"1535","27/07/2020","Las Palmas","Gran Canaria",3,0,0
"1536","27/07/2020","Las Palmas","Fuerteventura",0,0,0
"1537","27/07/2020","Las Palmas","Lanzarote",0,0,0
"1538","27/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1539","27/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1540","27/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1541","27/08/2020","Santa Cruz de Tenerife","Tenerife",35,6,0
"1542","27/08/2020","Las Palmas","Gran Canaria",105,24,0
"1543","27/08/2020","Las Palmas","Fuerteventura",2,0,0
"1544","27/08/2020","Las Palmas","Lanzarote",9,1,0
"1545","27/08/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1546","27/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1547","27/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1548","27/09/2020","Santa Cruz de Tenerife","Tenerife",51,25,0
"1549","27/09/2020","Las Palmas","Gran Canaria",127,38,0
"1550","27/09/2020","Las Palmas","Fuerteventura",7,2,0
"1551","27/09/2020","Las Palmas","Lanzarote",7,2,0
"1552","27/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1553","27/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1554","27/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1555","27/10/2020","Santa Cruz de Tenerife","Tenerife",116,29,0
"1556","27/10/2020","Las Palmas","Gran Canaria",67,17,0
"1557","27/10/2020","Las Palmas","Fuerteventura",2,1,0
"1558","27/10/2020","Las Palmas","Lanzarote",0,1,0
"1559","27/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1560","27/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1561","27/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1562","27/11/2020","Santa Cruz de Tenerife","Tenerife",100,23,0
"1563","27/11/2020","Las Palmas","Gran Canaria",48,18,0
"1564","27/11/2020","Las Palmas","Fuerteventura",2,1,0
"1565","27/11/2020","Las Palmas","Lanzarote",3,0,0
"1566","27/11/2020","Santa Cruz de Tenerife","La Palma",2,0,0
"1567","27/11/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1568","27/11/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1569","28/03/2020","Santa Cruz de Tenerife","Tenerife",240,46,1
"1570","28/03/2020","Las Palmas","Gran Canaria",89,34,0
"1571","28/03/2020","Las Palmas","Fuerteventura",2,1,0
"1572","28/03/2020","Las Palmas","Lanzarote",21,4,0
"1573","28/03/2020","Santa Cruz de Tenerife","La Palma",9,4,0
"1574","28/03/2020","Santa Cruz de Tenerife","El Hierro",2,0,0
"1575","28/03/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1576","28/04/2020","Santa Cruz de Tenerife","Tenerife",118,31,0
"1577","28/04/2020","Las Palmas","Gran Canaria",19,12,0
"1578","28/04/2020","Las Palmas","Fuerteventura",2,2,0
"1579","28/04/2020","Las Palmas","Lanzarote",2,4,0
"1580","28/04/2020","Santa Cruz de Tenerife","La Palma",5,0,0
"1581","28/04/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1582","28/04/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1583","28/05/2020","Santa Cruz de Tenerife","Tenerife",35,5,0
"1584","28/05/2020","Las Palmas","Gran Canaria",11,2,0
"1585","28/05/2020","Las Palmas","Fuerteventura",0,0,0
"1586","28/05/2020","Las Palmas","Lanzarote",2,0,0
"1587","28/05/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1588","28/05/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1589","28/05/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1590","28/06/2020","Santa Cruz de Tenerife","Tenerife",12,1,0
"1591","28/06/2020","Las Palmas","Gran Canaria",1,3,0
"1592","28/06/2020","Las Palmas","Fuerteventura",2,0,0
"1593","28/06/2020","Las Palmas","Lanzarote",0,0,0
"1594","28/06/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1595","28/06/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1596","28/06/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1597","28/07/2020","Santa Cruz de Tenerife","Tenerife",23,1,0
"1598","28/07/2020","Las Palmas","Gran Canaria",3,0,0
"1599","28/07/2020","Las Palmas","Fuerteventura",0,0,0
"1600","28/07/2020","Las Palmas","Lanzarote",0,0,0
"1601","28/07/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1602","28/07/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1603","28/07/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1604","28/08/2020","Santa Cruz de Tenerife","Tenerife",30,6,0
"1605","28/08/2020","Las Palmas","Gran Canaria",111,25,0
"1606","28/08/2020","Las Palmas","Fuerteventura",1,1,0
"1607","28/08/2020","Las Palmas","Lanzarote",9,1,0
"1608","28/08/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1609","28/08/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1610","28/08/2020","Santa Cruz de Tenerife","La Gomera",2,0,0
"1611","28/09/2020","Santa Cruz de Tenerife","Tenerife",55,24,0
"1612","28/09/2020","Las Palmas","Gran Canaria",124,39,0
"1613","28/09/2020","Las Palmas","Fuerteventura",6,2,0
"1614","28/09/2020","Las Palmas","Lanzarote",5,2,0
"1615","28/09/2020","Santa Cruz de Tenerife","La Palma",0,0,0
"1616","28/09/2020","Santa Cruz de Tenerife","El Hierro",0,0,0
"1617","28/09/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1618","28/10/2020","Santa Cruz de Tenerife","Tenerife",120,27,0
"1619","28/10/2020","Las Palmas","Gran Canaria",61,17,0
"1620","28/10/2020","Las Palmas","Fuerteventura",2,0,0
"1621","28/10/2020","Las Palmas","Lanzarote",0,1,0
"1622","28/10/2020","Santa Cruz de Tenerife","La Palma",1,0,0
"1623","28/10/2020","Santa Cruz de Tenerife","El Hierro",1,0,0
"1624","28/10/2020","Santa Cruz de Tenerife","La Gomera",0,0,0
"1625","28/11/2020","Santa Cruz de Tenerife","Tenerife",108,24,0
"1626","28/11/2020","Las Palmas","Gran Canaria",49,18,0
"1627","28/11/2020","Las Palmas","Fuerteventura",4,1,0
"1628","28/11/2020","Las Palmas","Lanzarote",3,0,0
"1629","28/11/2020","Santa Cruz de Tenerife","La Palma",2,0,0
