PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Santa Cruz de Tenerife;06OCT2021;10;886;18;1422
Valladolid;06OCT2021;6;318;14;724
Zaragoza;06OCT2021;9;685;34;997
Soria;06OCT2021;0;70;3;137
Ceuta;06OCT2021;2;129;0;58
Lleida;06OCT2021;23;489;23;1245
Ávila;06OCT2021;2;103;1;189
Burgos;06OCT2021;2;135;11;663
Cáceres;06OCT2021;3;360;15;468
Albacete;06OCT2021;3;173;4;343
Huesca;06OCT2021;7;143;3;192
Ciudad Real;06OCT2021;10;213;16;412
Sevilla;06OCT2021;11;1541;46;820
Gipuzkoa;06OCT2021;7;690;23;1173
Teruel;06OCT2021;2;93;9;110
Cuenca;06OCT2021;7;67;17;192
Granada;06OCT2021;0;274;9;1078
Jaén;06OCT2021;3;292;7;417
Madrid;06OCT2021;152;10370;185;8521
Guadalajara;06OCT2021;2;102;1;180
Bizkaia;06OCT2021;12;791;26;1150
Navarra;06OCT2021;16;1049;28;647
DESLOCALIZADOS;06OCT2021;22;2108;65;2437
Asturias;06OCT2021;1;313;13;1544
Murcia;06OCT2021;11;636;26;1683
Coruña, A;06OCT2021;1;858;24;1020
Baleares;06OCT2021;6;793;87;3305
Zamora;06OCT2021;0;80;10;174
Castellón/Castelló;06OCT2021;15;302;26;509
Huelva;06OCT2021;7;185;18;413
Toledo;06OCT2021;5;225;23;515
Badajoz;06OCT2021;3;989;17;622
Ourense;06OCT2021;0;338;6;368
Pontevedra;06OCT2021;2;724;11;532
León;06OCT2021;5;247;11;454
Cádiz;06OCT2021;4;616;13;767
Málaga;06OCT2021;7;647;44;1474
Alicante/Alacant;06OCT2021;32;674;30;1412
Salamanca;06OCT2021;2;137;3;318
Girona;06OCT2021;20;779;34;1267
Barcelona;06OCT2021;60;5673;150;13536
Lugo;06OCT2021;2;206;5;306
Valencia/València;06OCT2021;25;936;57;2461
Córdoba;06OCT2021;3;543;48;541
Cantabria;06OCT2021;6;423;38;930
Segovia;06OCT2021;1;80;4;217
Tarragona;06OCT2021;11;790;32;1687
Rioja, La;06OCT2021;4;288;9;548
Palmas, Las;06OCT2021;10;1228;36;1008
Araba/Álava;06OCT2021;7;330;9;458
Almería;06OCT2021;4;290;31;1015
Palencia;06OCT2021;1;128;2;159
Melilla;06OCT2021;0;120;1;64
Badajoz;05OCT2021;5;920;18;442
Valencia/València;05OCT2021;11;886;79;2945
Ávila;05OCT2021;0;80;7;239
Huesca;05OCT2021;2;153;8;228
Murcia;05OCT2021;6;603;58;1866
Ceuta;05OCT2021;1;139;0;55
Barcelona;05OCT2021;76;6789;193;11707
Segovia;05OCT2021;0;97;11;330
Bizkaia;05OCT2021;4;903;41;1180
Guadalajara;05OCT2021;0;118;6;194
Albacete;05OCT2021;2;165;10;408
Zaragoza;05OCT2021;22;688;44;1100
Castellón/Castelló;05OCT2021;8;333;20;553
Ourense;05OCT2021;3;444;6;427
Baleares;05OCT2021;7;637;83;3078
Almería;05OCT2021;9;439;35;1003
Toledo;05OCT2021;11;294;12;611
Coruña, A;05OCT2021;4;795;23;1048
Córdoba;05OCT2021;4;526;7;688
Sevilla;05OCT2021;15;1573;27;724
Málaga;05OCT2021;13;761;48;1577
Santa Cruz de Tenerife;05OCT2021;7;887;20;1246
Girona;05OCT2021;24;818;40;1571
Pontevedra;05OCT2021;1;832;6;699
DESLOCALIZADOS;05OCT2021;26;2096;62;2306
Jaén;05OCT2021;0;327;13;649
Lleida;05OCT2021;13;618;34;862
Cuenca;05OCT2021;2;54;7;165
León;05OCT2021;2;214;1;383
Alicante/Alacant;05OCT2021;28;693;53;2000
Ciudad Real;05OCT2021;11;213;9;527
Huelva;05OCT2021;11;265;28;469
Burgos;05OCT2021;1;136;24;657
Palencia;05OCT2021;0;125;2;228
Araba/Álava;05OCT2021;11;286;9;484
Teruel;05OCT2021;6;96;16;150
Gipuzkoa;05OCT2021;17;829;25;1041
Madrid;05OCT2021;181;10849;259;9988
Cantabria;05OCT2021;7;453;29;936
Valladolid;05OCT2021;3;320;10;697
Soria;05OCT2021;2;72;2;147
Salamanca;05OCT2021;7;156;8;270
Cádiz;05OCT2021;7;757;19;1045
Cáceres;05OCT2021;3;352;13;428
Palmas, Las;05OCT2021;6;1072;28;1277
Granada;05OCT2021;5;328;29;1018
Zamora;05OCT2021;0;85;3;175
Rioja, La;05OCT2021;2;335;3;430
Melilla;05OCT2021;1;109;1;72
Tarragona;05OCT2021;13;861;30;1378
Lugo;05OCT2021;4;228;2;288
Navarra;05OCT2021;6;1226;9;840
Asturias;05OCT2021;1;375;4;1698
Zaragoza;04OCT2021;20;691;67;1195
Huelva;04OCT2021;3;221;29;488
Tarragona;04OCT2021;22;939;41;1319
Araba/Álava;04OCT2021;4;231;3;435
Melilla;04OCT2021;2;120;3;45
Huesca;04OCT2021;7;130;10;263
Ávila;04OCT2021;3;115;4;225
Salamanca;04OCT2021;2;146;3;178
Palmas, Las;04OCT2021;18;1092;15;860
Guadalajara;04OCT2021;4;137;3;240
Valladolid;04OCT2021;2;286;10;810
Pontevedra;04OCT2021;1;857;5;755
Burgos;04OCT2021;2;175;3;304
Asturias;04OCT2021;6;366;7;1747
Toledo;04OCT2021;5;245;24;556
Valencia/València;04OCT2021;26;907;49;2909
Castellón/Castelló;04OCT2021;12;290;16;671
Santa Cruz de Tenerife;04OCT2021;7;784;10;1172
Bizkaia;04OCT2021;17;719;24;1064
Baleares;04OCT2021;15;1006;125;3213
Málaga;04OCT2021;11;625;34;1352
DESLOCALIZADOS;04OCT2021;30;2768;52;2176
Barcelona;04OCT2021;139;7843;268;10022
Navarra;04OCT2021;6;1319;12;646
Ciudad Real;04OCT2021;8;252;11;506
Murcia;04OCT2021;14;657;36;1475
Girona;04OCT2021;28;1069;28;1582
Cádiz;04OCT2021;3;827;8;891
Teruel;04OCT2021;9;112;4;203
Almería;04OCT2021;11;452;43;1005
Granada;04OCT2021;3;318;17;1261
Lugo;04OCT2021;1;260;3;426
Cuenca;04OCT2021;6;44;3;146
Ourense;04OCT2021;1;406;6;437
Sevilla;04OCT2021;14;1626;33;869
Lleida;04OCT2021;28;730;32;711
Alicante/Alacant;04OCT2021;37;759;38;1346
Badajoz;04OCT2021;5;1343;18;962
Jaén;04OCT2021;1;404;8;621
Segovia;04OCT2021;0;89;6;279
Córdoba;04OCT2021;2;586;13;515
Coruña, A;04OCT2021;6;784;18;1246
Soria;04OCT2021;1;65;4;151
Gipuzkoa;04OCT2021;17;765;27;961
Palencia;04OCT2021;0;97;10;192
Rioja, La;04OCT2021;2;600;3;469
Albacete;04OCT2021;2;186;7;352
Ceuta;04OCT2021;1;195;5;90
Cáceres;04OCT2021;1;344;14;653
Madrid;04OCT2021;212;12307;166;8602
León;04OCT2021;5;298;7;511
Zamora;04OCT2021;0;91;5;227
Cantabria;04OCT2021;9;460;30;1034
Palmas, Las;03OCT2021;8;501;21;738
Bizkaia;03OCT2021;8;235;15;1040
Jaén;03OCT2021;1;125;2;187
Castellón/Castelló;03OCT2021;7;167;1;191
Segovia;03OCT2021;1;67;1;118
Araba/Álava;03OCT2021;3;102;2;418
Ávila;03OCT2021;0;50;4;91
Melilla;03OCT2021;0;62;5;41
Navarra;03OCT2021;3;339;17;459
Zamora;03OCT2021;1;57;2;55
Ourense;03OCT2021;2;339;2;259
Soria;03OCT2021;1;22;0;83
Guadalajara;03OCT2021;0;48;0;48
León;03OCT2021;2;157;3;140
Palencia;03OCT2021;1;62;1;115
Gipuzkoa;03OCT2021;12;251;23;846
Ciudad Real;03OCT2021;6;122;2;234
Huelva;03OCT2021;1;68;2;88
Coruña, A;03OCT2021;5;462;12;803
Teruel;03OCT2021;1;44;1;46
Asturias;03OCT2021;0;107;8;1221
Huesca;03OCT2021;2;51;4;60
Burgos;03OCT2021;0;77;21;262
Albacete;03OCT2021;2;113;6;99
Barcelona;03OCT2021;36;1763;49;2746
Zaragoza;03OCT2021;5;263;16;438
Málaga;03OCT2021;11;215;17;702
Alicante/Alacant;03OCT2021;10;251;9;424
Granada;03OCT2021;3;119;8;314
Santa Cruz de Tenerife;03OCT2021;5;388;9;758
Valladolid;03OCT2021;4;91;3;354
Lugo;03OCT2021;0;110;5;202
Lleida;03OCT2021;13;269;6;159
Badajoz;03OCT2021;4;532;7;448
Rioja, La;03OCT2021;2;139;4;195
Ceuta;03OCT2021;1;89;0;17
Salamanca;03OCT2021;0;57;0;145
Cuenca;03OCT2021;1;31;3;69
Girona;03OCT2021;7;291;4;290
Toledo;03OCT2021;3;110;1;217
DESLOCALIZADOS;03OCT2021;17;1374;32;1203
Pontevedra;03OCT2021;1;567;9;506
Baleares;03OCT2021;9;906;56;2234
Almería;03OCT2021;2;91;10;348
Sevilla;03OCT2021;8;630;8;230
Madrid;03OCT2021;49;3176;66;3618
Cantabria;03OCT2021;4;172;23;586
Tarragona;03OCT2021;11;332;16;234
Murcia;03OCT2021;3;237;22;895
Córdoba;03OCT2021;3;210;2;240
Cáceres;03OCT2021;5;156;3;239
Valencia/València;03OCT2021;8;265;19;821
Cádiz;03OCT2021;5;213;2;406
Castellón/Castelló;02OCT2021;9;156;5;357
Córdoba;02OCT2021;1;206;4;492
Huelva;02OCT2021;11;64;6;232
Granada;02OCT2021;5;148;10;624
Cantabria;02OCT2021;1;141;32;735
Almería;02OCT2021;5;101;12;708
Asturias;02OCT2021;0;129;4;1313
Zamora;02OCT2021;0;65;0;55
Sevilla;02OCT2021;12;591;42;900
Coruña, A;02OCT2021;2;445;13;998
Murcia;02OCT2021;12;273;22;1394
Pontevedra;02OCT2021;2;511;7;739
Palencia;02OCT2021;0;44;6;148
Valencia/València;02OCT2021;16;460;34;1689
Huesca;02OCT2021;0;66;6;77
Jaén;02OCT2021;5;143;8;396
Bizkaia;02OCT2021;3;232;21;868
Burgos;02OCT2021;0;61;4;316
Santa Cruz de Tenerife;02OCT2021;6;381;10;894
Araba/Álava;02OCT2021;1;68;6;347
Baleares;02OCT2021;10;1275;60;2373
Melilla;02OCT2021;0;79;3;59
Ceuta;02OCT2021;6;75;2;24
Barcelona;02OCT2021;30;2074;75;4579
Badajoz;02OCT2021;2;447;12;438
Gipuzkoa;02OCT2021;7;255;25;1038
Alicante/Alacant;02OCT2021;12;310;30;1157
DESLOCALIZADOS;02OCT2021;18;1829;38;2013
Madrid;02OCT2021;30;3260;121;6776
Tarragona;02OCT2021;11;441;17;433
Lleida;02OCT2021;7;252;11;347
Rioja, La;02OCT2021;1;126;4;485
Cádiz;02OCT2021;4;244;6;469
Albacete;02OCT2021;0;113;18;275
Toledo;02OCT2021;3;108;5;212
Palmas, Las;02OCT2021;10;512;18;968
Málaga;02OCT2021;14;215;41;1217
Teruel;02OCT2021;0;51;1;67
Salamanca;02OCT2021;1;48;0;186
Cáceres;02OCT2021;2;139;6;285
Ciudad Real;02OCT2021;4;97;1;227
Ourense;02OCT2021;1;257;8;382
Ávila;02OCT2021;0;33;1;228
Zaragoza;02OCT2021;7;333;11;463
Cuenca;02OCT2021;0;22;6;129
Lugo;02OCT2021;2;109;3;263
León;02OCT2021;0;157;7;238
Valladolid;02OCT2021;0;100;2;374
Segovia;02OCT2021;0;57;4;131
Soria;02OCT2021;1;31;2;33
Guadalajara;02OCT2021;1;27;2;116
Navarra;02OCT2021;10;301;23;508
Girona;02OCT2021;9;372;50;730
Gipuzkoa;01OCT2021;8;545;17;734
León;01OCT2021;5;228;18;393
Guadalajara;01OCT2021;2;107;9;157
Navarra;01OCT2021;14;925;24;801
Burgos;01OCT2021;0;159;17;476
Almería;01OCT2021;3;63;34;1126
Santa Cruz de Tenerife;01OCT2021;10;778;24;1157
Araba/Álava;01OCT2021;2;231;2;286
Málaga;01OCT2021;5;72;43;1454
Ourense;01OCT2021;0;348;6;595
Cádiz;01OCT2021;0;137;7;824
Córdoba;01OCT2021;0;86;16;542
Jaén;01OCT2021;0;34;14;634
Huelva;01OCT2021;1;53;23;492
DESLOCALIZADOS;01OCT2021;24;2441;81;2746
Castellón/Castelló;01OCT2021;9;299;28;674
Lugo;01OCT2021;0;352;5;165
Badajoz;01OCT2021;7;980;27;749
Coruña, A;01OCT2021;4;712;14;784
Granada;01OCT2021;0;20;28;1019
Murcia;01OCT2021;13;561;45;1187
Albacete;01OCT2021;4;154;24;363
Zaragoza;01OCT2021;19;761;56;1081
Bizkaia;01OCT2021;7;680;22;1128
Zamora;01OCT2021;0;79;4;250
Alicante/Alacant;01OCT2021;35;620;71;1958
Barcelona;01OCT2021;94;6310;239;10061
Toledo;01OCT2021;8;229;14;674
Cuenca;01OCT2021;0;38;5;161
Segovia;01OCT2021;0;93;12;233
Asturias;01OCT2021;3;284;18;1331
Melilla;01OCT2021;0;105;3;48
Huesca;01OCT2021;0;126;9;296
Tarragona;01OCT2021;19;787;29;1383
Valencia/València;01OCT2021;24;835;61;2667
Palencia;01OCT2021;0;76;8;190
Soria;01OCT2021;1;42;0;96
Ávila;01OCT2021;1;68;4;143
Girona;01OCT2021;20;972;26;1086
Cáceres;01OCT2021;4;358;33;806
Madrid;01OCT2021;144;10329;249;8694
Salamanca;01OCT2021;4;141;6;184
Ciudad Real;01OCT2021;5;172;17;433
Palmas, Las;01OCT2021;18;1052;20;909
Teruel;01OCT2021;1;92;5;147
Pontevedra;01OCT2021;1;1040;8;723
Cantabria;01OCT2021;4;369;23;938
Sevilla;01OCT2021;5;231;55;770
Lleida;01OCT2021;17;535;40;1494
Valladolid;01OCT2021;1;270;4;512
Ceuta;01OCT2021;5;120;1;43
Rioja, La;01OCT2021;8;333;3;262
Baleares;01OCT2021;9;2096;102;3425
Gipuzkoa;30SEP2021;16;608;30;825
Teruel;30SEP2021;1;96;7;95
Murcia;30SEP2021;12;555;59;1373
Baleares;30SEP2021;5;2370;77;3009
Ciudad Real;30SEP2021;6;215;16;359
Burgos;30SEP2021;3;133;22;468
DESLOCALIZADOS;30SEP2021;27;2592;56;2835
Melilla;30SEP2021;0;88;10;63
Coruña, A;30SEP2021;4;857;28;805
Bizkaia;30SEP2021;7;825;48;1400
Ávila;30SEP2021;0;81;2;141
Cantabria;30SEP2021;10;370;26;949
Zamora;30SEP2021;1;105;5;188
Rioja, La;30SEP2021;3;369;11;264
Cádiz;30SEP2021;3;627;18;741
Valladolid;30SEP2021;2;301;17;594
Pontevedra;30SEP2021;7;802;13;496
Tarragona;30SEP2021;17;701;62;1930
Córdoba;30SEP2021;1;512;4;297
Sevilla;30SEP2021;18;1370;60;1010
Lugo;30SEP2021;1;357;10;226
Santa Cruz de Tenerife;30SEP2021;8;735;21;1159
Jaén;30SEP2021;2;344;12;446
León;30SEP2021;1;225;13;397
Granada;30SEP2021;2;436;38;1112
Navarra;30SEP2021;10;993;31;657
Valencia/València;30SEP2021;21;789;69;2257
Toledo;30SEP2021;10;258;14;506
Albacete;30SEP2021;3;168;5;260
Huesca;30SEP2021;6;142;8;139
Badajoz;30SEP2021;13;915;28;845
Cáceres;30SEP2021;2;398;24;697
Málaga;30SEP2021;19;704;40;1432
Madrid;30SEP2021;146;10912;244;7816
Cuenca;30SEP2021;0;52;2;98
Palencia;30SEP2021;1;85;1;135
Huelva;30SEP2021;6;291;16;326
Palmas, Las;30SEP2021;10;1026;25;919
Alicante/Alacant;30SEP2021;30;686;40;1398
Salamanca;30SEP2021;1;116;3;237
Almería;30SEP2021;8;353;49;894
Barcelona;30SEP2021;93;5935;170;9832
Guadalajara;30SEP2021;4;115;6;128
Zaragoza;30SEP2021;25;818;33;743
Girona;30SEP2021;26;813;41;1754
Araba/Álava;30SEP2021;0;275;9;468
Asturias;30SEP2021;1;313;8;1572
Castellón/Castelló;30SEP2021;20;347;10;448
Lleida;30SEP2021;20;572;33;1538
Soria;30SEP2021;0;82;8;85
Ourense;30SEP2021;3;410;6;406
Segovia;30SEP2021;0;94;0;155
Ceuta;30SEP2021;4;101;3;48
Huelva;29SEP2021;2;309;19;547
Valencia/València;29SEP2021;29;967;58;2810
Santa Cruz de Tenerife;29SEP2021;12;820;33;1271
Zaragoza;29SEP2021;26;706;46;977
Asturias;29SEP2021;2;364;23;1954
Segovia;29SEP2021;2;107;7;232
Ciudad Real;29SEP2021;4;180;10;400
Girona;29SEP2021;28;977;21;1905
Barcelona;29SEP2021;111;7131;243;14364
Murcia;29SEP2021;9;635;71;1883
Bizkaia;29SEP2021;19;951;30;1772
Toledo;29SEP2021;11;283;18;520
Cádiz;29SEP2021;3;738;9;1074
Baleares;29SEP2021;14;2193;162;4454
Badajoz;29SEP2021;7;868;11;692
Córdoba;29SEP2021;4;592;10;461
Palencia;29SEP2021;2;107;9;218
Navarra;29SEP2021;10;1034;13;739
Ávila;29SEP2021;0;72;3;197
Lugo;29SEP2021;0;355;9;391
Palmas, Las;29SEP2021;3;1162;43;1541
Sevilla;29SEP2021;25;1574;51;885
Lleida;29SEP2021;19;465;7;313
Pontevedra;29SEP2021;1;811;10;753
Cantabria;29SEP2021;5;391;47;1017
Zamora;29SEP2021;0;107;2;239
Ourense;29SEP2021;1;458;5;357
Albacete;29SEP2021;9;181;4;306
Coruña, A;29SEP2021;1;835;10;910
Melilla;29SEP2021;2;103;3;63
Cuenca;29SEP2021;1;71;1;154
Jaén;29SEP2021;4;338;13;590
Rioja, La;29SEP2021;1;271;20;467
Valladolid;29SEP2021;2;278;12;790
Soria;29SEP2021;3;69;2;130
Gipuzkoa;29SEP2021;11;688;25;979
Araba/Álava;29SEP2021;4;312;10;625
Cáceres;29SEP2021;3;352;20;589
Ceuta;29SEP2021;5;215;2;64
Tarragona;29SEP2021;18;879;22;1940
Málaga;29SEP2021;11;665;47;1530
Granada;29SEP2021;1;355;20;1179
DESLOCALIZADOS;29SEP2021;25;2339;77;2711
Alicante/Alacant;29SEP2021;29;737;61;1475
Almería;29SEP2021;10;394;71;1117
Huesca;29SEP2021;2;156;11;173
Castellón/Castelló;29SEP2021;10;312;23;671
Guadalajara;29SEP2021;3;113;4;198
Teruel;29SEP2021;2;96;15;104
Madrid;29SEP2021;188;11459;247;9708
León;29SEP2021;2;260;14;544
Burgos;29SEP2021;2;152;20;503
Salamanca;29SEP2021;4;147;5;266
Ourense;28SEP2021;1;394;1;490
Córdoba;28SEP2021;1;562;13;634
Alicante/Alacant;28SEP2021;24;807;51;1983
Palencia;28SEP2021;0;100;10;198
Pontevedra;28SEP2021;6;758;21;968
Huelva;28SEP2021;3;305;22;665
Almería;28SEP2021;12;475;62;1237
Zaragoza;28SEP2021;20;895;60;1219
Cantabria;28SEP2021;3;464;48;1040
Bizkaia;28SEP2021;10;1160;43;2022
Jaén;28SEP2021;5;399;19;664
Valencia/València;28SEP2021;22;995;80;3052
León;28SEP2021;5;270;26;573
Sevilla;28SEP2021;11;1567;88;1096
Toledo;28SEP2021;11;332;26;696
Asturias;28SEP2021;5;356;13;1824
Gipuzkoa;28SEP2021;13;784;18;1089
Granada;28SEP2021;9;422;34;1107
Badajoz;28SEP2021;6;1014;22;535
Ceuta;28SEP2021;3;184;1;54
Lleida;28SEP2021;16;602;33;1539
Baleares;28SEP2021;9;1879;91;2770
Salamanca;28SEP2021;4;152;9;302
Albacete;28SEP2021;1;185;14;395
Girona;28SEP2021;21;955;55;1822
Lugo;28SEP2021;2;302;3;266
Málaga;28SEP2021;23;659;53;1747
Valladolid;28SEP2021;5;298;8;740
Coruña, A;28SEP2021;1;817;13;1145
Cádiz;28SEP2021;8;689;42;1230
Burgos;28SEP2021;3;156;42;654
Cáceres;28SEP2021;3;306;37;466
Melilla;28SEP2021;0;105;3;75
Araba/Álava;28SEP2021;7;344;5;526
Castellón/Castelló;28SEP2021;17;318;28;566
Rioja, La;28SEP2021;3;502;8;542
Tarragona;28SEP2021;25;947;31;1952
Santa Cruz de Tenerife;28SEP2021;8;831;16;1336
Murcia;28SEP2021;13;733;55;2108
Segovia;28SEP2021;0;106;2;195
Madrid;28SEP2021;185;11859;331;10148
Teruel;28SEP2021;2;105;13;196
Ciudad Real;28SEP2021;9;194;13;506
Huesca;28SEP2021;2;196;8;192
Palmas, Las;28SEP2021;6;1278;45;1319
Cuenca;28SEP2021;0;63;3;188
DESLOCALIZADOS;28SEP2021;37;2497;97;3483
Zamora;28SEP2021;0;76;6;228
Soria;28SEP2021;2;64;4;131
Ávila;28SEP2021;3;63;10;278
Navarra;28SEP2021;8;1298;34;798
Barcelona;28SEP2021;108;7592;325;13482
Guadalajara;28SEP2021;0;106;4;188
Cáceres;27SEP2021;9;340;18;493
Bizkaia;27SEP2021;19;871;40;2062
Navarra;27SEP2021;17;1409;16;793
Madrid;27SEP2021;281;13576;166;9259
Málaga;27SEP2021;14;678;64;1270
Sevilla;27SEP2021;22;1785;43;971
Cantabria;27SEP2021;5;439;45;999
DESLOCALIZADOS;27SEP2021;49;3468;108;3281
Castellón/Castelló;27SEP2021;11;326;15;726
Lleida;27SEP2021;22;728;35;661
Badajoz;27SEP2021;14;1095;38;855
Ciudad Real;27SEP2021;12;226;22;541
Almería;27SEP2021;6;462;54;1139
Teruel;27SEP2021;3;119;4;176
