PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Albacete;19JUL2021;58;223;39;579
Barcelona;19JUL2021;4607;16622;2441;15249
Burgos;19JUL2021;209;655;232;1032
Murcia;19JUL2021;254;1576;265;2579
Jaén;19JUL2021;73;602;93;849
Cáceres;19JUL2021;50;879;69;775
Pontevedra;19JUL2021;111;1417;492;2782
Alicante/Alacant;19JUL2021;433;2076;334;2279
Cádiz;19JUL2021;245;1634;170;1525
Santa Cruz de Tenerife;19JUL2021;193;1376;172;2322
Granada;19JUL2021;90;448;264;1991
Soria;19JUL2021;35;133;34;373
Bizkaia;19JUL2021;340;1257;207;2273
Segovia;19JUL2021;35;263;37;358
Cantabria;19JUL2021;27;144;263;1962
Córdoba;19JUL2021;196;1297;137;900
Toledo;19JUL2021;70;314;109;729
DESLOCALIZADOS;19JUL2021;696;4305;575;4155
Madrid;19JUL2021;3061;15967;1163;9912
Lugo;19JUL2021;53;336;40;562
Guadalajara;19JUL2021;45;151;48;354
Málaga;19JUL2021;391;1405;440;2256
Zaragoza;19JUL2021;348;900;384;2948
Palencia;19JUL2021;33;120;137;619
León;19JUL2021;99;531;177;875
Araba/Álava;19JUL2021;70;302;94;737
Huelva;19JUL2021;70;519;109;988
Ceuta;19JUL2021;18;197;12;100
Badajoz;19JUL2021;175;1785;217;1905
Ávila;19JUL2021;28;174;40;323
Cuenca;19JUL2021;27;112;36;231
Valladolid;19JUL2021;168;885;185;1509
Asturias;19JUL2021;61;371;564;4149
Salamanca;19JUL2021;20;178;50;530
Coruña, A;19JUL2021;141;1278;266;2811
Castellón/Castelló;19JUL2021;187;789;125;1196
Sevilla;19JUL2021;441;2099;170;1060
Ciudad Real;19JUL2021;45;277;66;887
Huesca;19JUL2021;94;232;181;1055
Zamora;19JUL2021;11;124;64;472
Gipuzkoa;19JUL2021;242;1260;142;1915
Rioja, La;19JUL2021;83;490;88;757
Melilla;19JUL2021;10;117;4;48
Almería;19JUL2021;57;300;157;1416
Lleida;19JUL2021;259;1048;111;872
Girona;19JUL2021;487;1807;187;1634
Ourense;19JUL2021;74;1701;58;746
Baleares;19JUL2021;481;2807;490;3981
Valencia/València;19JUL2021;799;2901;792;5314
Navarra;19JUL2021;322;1451;190;2092
Tarragona;19JUL2021;512;1681;126;1199
Teruel;19JUL2021;25;110;54;428
Valencia/València;18JUL2021;265;1465;231;1240
Cuenca;18JUL2021;15;55;12;228
Gipuzkoa;18JUL2021;178;765;168;1839
Barcelona;18JUL2021;1556;4678;843;4529
Coruña, A;18JUL2021;77;721;344;2316
Córdoba;18JUL2021;139;556;112;711
Guadalajara;18JUL2021;17;84;10;74
Cádiz;18JUL2021;171;647;140;800
Palencia;18JUL2021;30;100;68;563
Bizkaia;18JUL2021;238;813;169;1840
Cantabria;18JUL2021;28;141;212;1149
Zamora;18JUL2021;16;88;6;50
Araba/Álava;18JUL2021;51;299;39;606
Salamanca;18JUL2021;27;113;41;407
Soria;18JUL2021;37;108;32;282
Almería;18JUL2021;45;148;155;1139
Melilla;18JUL2021;4;60;6;52
Albacete;18JUL2021;54;155;31;318
Valladolid;18JUL2021;92;389;118;671
Ciudad Real;18JUL2021;36;165;38;279
Badajoz;18JUL2021;85;714;88;889
Granada;18JUL2021;67;251;46;430
Baleares;18JUL2021;308;1762;265;2499
Teruel;18JUL2021;18;72;27;156
Jaén;18JUL2021;38;212;50;449
Santa Cruz de Tenerife;18JUL2021;135;685;182;1621
Ávila;18JUL2021;19;118;28;149
Rioja, La;18JUL2021;41;254;37;350
Ourense;18JUL2021;33;294;64;709
Segovia;18JUL2021;21;102;24;215
Madrid;18JUL2021;864;4286;976;6093
Málaga;18JUL2021;198;620;248;1466
Ceuta;18JUL2021;8;78;6;46
León;18JUL2021;58;249;39;293
Pontevedra;18JUL2021;99;784;261;1454
Alicante/Alacant;18JUL2021;192;1288;128;758
Lleida;18JUL2021;120;444;64;267
Girona;18JUL2021;283;733;91;428
Huelva;18JUL2021;38;100;10;146
Murcia;18JUL2021;76;683;189;1387
Zaragoza;18JUL2021;145;432;95;797
Toledo;18JUL2021;51;170;27;246
Huesca;18JUL2021;68;153;21;86
DESLOCALIZADOS;18JUL2021;372;2286;283;2262
Asturias;18JUL2021;54;211;433;3213
Palmas, Las;18JUL2021;102;861;135;1601
Lugo;18JUL2021;31;214;80;721
Cáceres;18JUL2021;24;260;60;554
Navarra;18JUL2021;215;874;270;1919
Tarragona;18JUL2021;317;847;93;489
Sevilla;18JUL2021;163;893;42;293
Burgos;18JUL2021;64;231;98;428
Castellón/Castelló;18JUL2021;81;310;35;305
Palmas, Las;17JUL2021;96;903;188;2265
Ávila;17JUL2021;17;92;46;304
Tarragona;17JUL2021;353;999;168;830
Coruña, A;17JUL2021;81;758;313;2624
Sevilla;17JUL2021;162;903;265;1803
Jaén;17JUL2021;47;430;62;452
Cuenca;17JUL2021;12;68;46;309
Soria;17JUL2021;28;110;44;359
Cádiz;17JUL2021;144;651;285;1769
Burgos;17JUL2021;91;278;266;1287
Asturias;17JUL2021;48;212;402;3035
Araba/Álava;17JUL2021;88;382;88;620
Zaragoza;17JUL2021;129;418;143;999
Ceuta;17JUL2021;7;104;7;70
Almería;17JUL2021;34;109;141;1444
Guadalajara;17JUL2021;23;91;17;143
Zamora;17JUL2021;15;82;19;197
Córdoba;17JUL2021;137;594;145;992
Bizkaia;17JUL2021;226;908;195;2293
Salamanca;17JUL2021;21;136;78;591
Murcia;17JUL2021;132;1192;216;2335
Cantabria;17JUL2021;31;145;217;1270
Girona;17JUL2021;277;882;108;964
Valencia/València;17JUL2021;411;1862;821;4745
Castellón/Castelló;17JUL2021;99;397;77;650
Badajoz;17JUL2021;82;679;173;1202
Ciudad Real;17JUL2021;30;144;24;336
Pontevedra;17JUL2021;86;797;428;2490
Albacete;17JUL2021;51;181;52;676
Barcelona;17JUL2021;1915;6391;1172;8160
Toledo;17JUL2021;34;130;58;519
Granada;17JUL2021;67;248;73;658
Teruel;17JUL2021;13;74;16;144
Santa Cruz de Tenerife;17JUL2021;146;981;220;1952
Lugo;17JUL2021;29;189;112;764
León;17JUL2021;58;251;121;754
Gipuzkoa;17JUL2021;175;795;127;1799
Navarra;17JUL2021;161;846;286;1904
DESLOCALIZADOS;17JUL2021;424;2914;482;3821
Rioja, La;17JUL2021;59;464;51;586
Melilla;17JUL2021;6;84;6;52
Baleares;17JUL2021;298;2116;524;3817
Segovia;17JUL2021;15;116;34;237
Lleida;17JUL2021;110;438;79;370
Valladolid;17JUL2021;106;494;101;584
Cáceres;17JUL2021;24;279;81;1120
Ourense;17JUL2021;50;335;138;1238
Huesca;17JUL2021;66;168;58;376
Huelva;17JUL2021;42;137;40;348
Palencia;17JUL2021;17;112;141;573
Alicante/Alacant;17JUL2021;236;1221;229;1688
Málaga;17JUL2021;286;903;536;2674
Madrid;17JUL2021;907;5876;1675;12782
Murcia;16JUL2021;179;1326;235;2284
Badajoz;16JUL2021;114;1920;212;2037
Zamora;16JUL2021;29;200;76;521
Salamanca;16JUL2021;62;280;110;775
Alicante/Alacant;16JUL2021;363;1816;327;2510
Cádiz;16JUL2021;231;1226;385;1866
Girona;16JUL2021;456;1706;194;1639
Barcelona;16JUL2021;3675;13960;2594;17958
Pontevedra;16JUL2021;142;1807;409;2205
Zaragoza;16JUL2021;312;930;469;3412
Huesca;16JUL2021;70;206;112;840
Palencia;16JUL2021;46;164;113;598
Lugo;16JUL2021;51;261;79;769
Jaén;16JUL2021;57;399;154;1100
Santa Cruz de Tenerife;16JUL2021;191;1315;237;2419
Valladolid;16JUL2021;167;949;216;1462
Valencia/València;16JUL2021;647;2818;1061;6128
Guadalajara;16JUL2021;31;141;42;330
Bizkaia;16JUL2021;267;1502;182;2166
León;16JUL2021;97;531;219;1030
Ourense;16JUL2021;89;1566;99;772
Castellón/Castelló;16JUL2021;171;702;152;1512
Ávila;16JUL2021;32;197;55;327
Albacete;16JUL2021;68;255;140;815
Baleares;16JUL2021;359;2649;767;4810
Ciudad Real;16JUL2021;41;265;66;650
Granada;16JUL2021;96;586;248;1838
Cantabria;16JUL2021;20;176;306;2182
Sevilla;16JUL2021;318;1979;239;1712
Toledo;16JUL2021;62;332;112;905
Araba/Álava;16JUL2021;84;420;125;614
Segovia;16JUL2021;44;267;35;276
Madrid;16JUL2021;2482;19430;2039;16624
Almería;16JUL2021;68;387;164;1500
Coruña, A;16JUL2021;143;2637;317;3383
Navarra;16JUL2021;304;1547;298;2374
Melilla;16JUL2021;5;109;2;71
Lleida;16JUL2021;185;861;154;1145
Ceuta;16JUL2021;16;160;11;80
Málaga;16JUL2021;428;1754;881;4259
Gipuzkoa;16JUL2021;260;1627;154;1528
DESLOCALIZADOS;16JUL2021;626;4260;673;4870
Cáceres;16JUL2021;46;988;140;1094
Palmas, Las;16JUL2021;126;1483;164;2300
Burgos;16JUL2021;235;913;153;758
Córdoba;16JUL2021;198;1084;195;1213
Tarragona;16JUL2021;436;1544;202;1673
Huelva;16JUL2021;84;407;123;966
Teruel;16JUL2021;28;104;53;423
Soria;16JUL2021;34;122;40;291
Rioja, La;16JUL2021;63;441;122;711
Asturias;16JUL2021;60;316;679;4291
Cuenca;16JUL2021;12;73;40;340
Cáceres;15JUL2021;36;700;107;1145
Guadalajara;15JUL2021;24;125;37;251
Palmas, Las;15JUL2021;108;1623;223;2174
Teruel;15JUL2021;32;135;58;485
Bizkaia;15JUL2021;283;1456;263;2672
Madrid;15JUL2021;2508;18301;2201;16324
Ourense;15JUL2021;112;2048;127;1170
Burgos;15JUL2021;208;712;274;1242
Asturias;15JUL2021;62;356;618;4282
Pontevedra;15JUL2021;159;1598;378;2342
Cuenca;15JUL2021;13;78;43;375
Coruña, A;15JUL2021;127;2756;330;4132
Jaén;15JUL2021;60;348;136;995
Granada;15JUL2021;94;485;254;1540
Albacete;15JUL2021;54;246;70;637
Valencia/València;15JUL2021;726;2800;1019;6245
Almería;15JUL2021;86;304;161;1243
Araba/Álava;15JUL2021;93;455;112;757
León;15JUL2021;89;462;245;1149
Palencia;15JUL2021;43;177;162;761
Navarra;15JUL2021;301;1504;509;2982
Lleida;15JUL2021;196;891;151;1382
Zaragoza;15JUL2021;278;905;544;3346
Toledo;15JUL2021;78;290;119;853
Badajoz;15JUL2021;133;1816;252;1947
Melilla;15JUL2021;4;87;13;81
Ávila;15JUL2021;31;148;61;320
Gipuzkoa;15JUL2021;256;1537;175;1714
Huelva;15JUL2021;78;341;89;821
Segovia;15JUL2021;39;179;30;267
Rioja, La;15JUL2021;66;487;88;718
Salamanca;15JUL2021;58;268;138;740
Málaga;15JUL2021;497;1562;686;3706
Murcia;15JUL2021;210;1492;226;2383
DESLOCALIZADOS;15JUL2021;672;3761;661;4682
Valladolid;15JUL2021;197;1000;213;1374
Tarragona;15JUL2021;422;1530;179;1528
Ceuta;15JUL2021;12;97;6;78
Castellón/Castelló;15JUL2021;150;569;116;1110
Baleares;15JUL2021;461;2662;743;4473
Córdoba;15JUL2021;185;945;182;1234
Cantabria;15JUL2021;19;126;286;2053
Cádiz;15JUL2021;286;1437;398;2402
Sevilla;15JUL2021;323;2142;385;2133
Alicante/Alacant;15JUL2021;348;1565;314;2262
Soria;15JUL2021;34;140;45;319
Santa Cruz de Tenerife;15JUL2021;182;1356;256;2347
Huesca;15JUL2021;74;215;130;762
Lugo;15JUL2021;33;239;82;780
Barcelona;15JUL2021;3902;14726;2522;16955
Ciudad Real;15JUL2021;34;264;52;502
Girona;15JUL2021;480;1671;245;1693
Zamora;15JUL2021;27;173;107;559
Castellón/Castelló;14JUL2021;165;680;126;1021
Navarra;14JUL2021;392;1576;414;2614
Ávila;14JUL2021;30;137;25;263
Sevilla;14JUL2021;271;2200;214;1492
Baleares;14JUL2021;365;2392;815;4078
Soria;14JUL2021;37;154;19;412
Ciudad Real;14JUL2021;39;259;51;570
Ceuta;14JUL2021;11;130;9;103
Barcelona;14JUL2021;4189;15011;2738;18316
Cádiz;14JUL2021;275;1430;308;2051
Zaragoza;14JUL2021;309;889;550;3675
Girona;14JUL2021;511;1766;242;1810
Segovia;14JUL2021;43;173;46;336
Teruel;14JUL2021;20;95;83;488
Valencia/València;14JUL2021;677;2731;1225;7090
Jaén;14JUL2021;60;411;85;941
Salamanca;14JUL2021;61;267;164;1392
Huesca;14JUL2021;77;218;112;701
Bizkaia;14JUL2021;269;1398;154;2439
DESLOCALIZADOS;14JUL2021;666;4120;682;4501
Lugo;14JUL2021;52;292;69;702
Córdoba;14JUL2021;174;1005;171;1117
Lleida;14JUL2021;185;825;141;988
Albacete;14JUL2021;63;215;50;639
Asturias;14JUL2021;65;347;535;3917
Murcia;14JUL2021;195;1498;249;2832
Toledo;14JUL2021;53;287;100;746
Santa Cruz de Tenerife;14JUL2021;204;1392;216;2390
Cáceres;14JUL2021;39;891;158;1169
Rioja, La;14JUL2021;69;497;92;847
Gipuzkoa;14JUL2021;262;1466;156;2052
Burgos;14JUL2021;177;619;253;1045
Alicante/Alacant;14JUL2021;282;1515;295;1918
Pontevedra;14JUL2021;175;1527;326;2275
Melilla;14JUL2021;6;94;7;79
Tarragona;14JUL2021;455;1579;247;1905
Palencia;14JUL2021;34;179;154;607
Almería;14JUL2021;82;344;150;1362
Huelva;14JUL2021;81;420;90;842
Cuenca;14JUL2021;13;69;49;406
Madrid;14JUL2021;2525;16754;2082;14979
León;14JUL2021;94;506;265;1216
Guadalajara;14JUL2021;30;128;46;316
Cantabria;14JUL2021;21;152;268;2104
Palmas, Las;14JUL2021;140;1674;179;2310
Araba/Álava;14JUL2021;83;477;82;628
Granada;14JUL2021;114;437;276;1797
Badajoz;14JUL2021;157;2112;223;1923
Ourense;14JUL2021;103;1424;162;1235
Valladolid;14JUL2021;203;964;215;1632
Zamora;14JUL2021;31;171;119;682
Málaga;14JUL2021;484;1748;709;3604
Coruña, A;14JUL2021;133;1745;260;3655
Burgos;13JUL2021;495;2223;228;1216
Asturias;13JUL2021;59;377;570;4982
Ávila;13JUL2021;30;150;46;292
Girona;13JUL2021;515;1600;242;2136
Madrid;13JUL2021;2184;14991;1681;14587
Albacete;13JUL2021;38;192;25;491
Tarragona;13JUL2021;483;1616;246;2238
Málaga;13JUL2021;501;1830;635;3597
Barcelona;13JUL2021;4229;14932;2809;20151
Coruña, A;13JUL2021;79;995;180;2522
Huesca;13JUL2021;58;187;112;755
Soria;13JUL2021;46;166;31;314
Santa Cruz de Tenerife;13JUL2021;167;1168;179;2139
Huelva;13JUL2021;71;306;109;862
Valencia/València;13JUL2021;721;2767;1159;7671
Pontevedra;13JUL2021;133;1208;274;2049
Lugo;13JUL2021;30;201;39;517
Bizkaia;13JUL2021;209;1293;184;2902
Gipuzkoa;13JUL2021;198;1262;161;2391
Cuenca;13JUL2021;20;66;31;288
Jaén;13JUL2021;46;372;192;1517
Araba/Álava;13JUL2021;49;338;93;693
Cádiz;13JUL2021;241;1318;364;2340
Alicante/Alacant;13JUL2021;283;1487;384;2762
Zamora;13JUL2021;28;125;105;673
Palencia;13JUL2021;45;156;120;655
Granada;13JUL2021;103;655;251;1773
Teruel;13JUL2021;38;125;40;357
Sevilla;13JUL2021;262;2003;208;1523
Murcia;13JUL2021;184;1431;167;2151
Almería;13JUL2021;72;353;109;1349
Castellón/Castelló;13JUL2021;119;640;104;996
León;13JUL2021;115;516;237;1197
Toledo;13JUL2021;61;293;152;1038
Zaragoza;13JUL2021;296;893;441;2900
Cantabria;13JUL2021;30;164;303;2324
Salamanca;13JUL2021;65;289;47;230
Rioja, La;13JUL2021;62;478;47;674
Melilla;13JUL2021;6;91;2;63
Guadalajara;13JUL2021;32;125;29;261
Ciudad Real;13JUL2021;34;239;35;559
Lleida;13JUL2021;179;844;176;1167
Palmas, Las;13JUL2021;125;1409;170;2486
Valladolid;13JUL2021;220;1030;236;1440
Ourense;13JUL2021;80;497;74;645
Cáceres;13JUL2021;52;687;118;1214
Navarra;13JUL2021;332;1436;424;2231
DESLOCALIZADOS;13JUL2021;692;4038;640;4500
Ceuta;13JUL2021;12;65;9;80
Badajoz;13JUL2021;135;1813;232;2143
Baleares;13JUL2021;355;2234;674;4280
Segovia;13JUL2021;36;176;42;350
Córdoba;13JUL2021;169;916;176;1254
Ciudad Real;12JUL2021;29;234;28;618
Córdoba;12JUL2021;182;1337;58;580
Albacete;12JUL2021;28;210;57;474
Asturias;12JUL2021;51;331;459;3583
DESLOCALIZADOS;12JUL2021;669;4495;537;3955
Cádiz;12JUL2021;256;1685;205;1587
Girona;12JUL2021;506;1691;226;2102
Barcelona;12JUL2021;5084;16921;2765;16858
Baleares;12JUL2021;319;2181;557;3765
Cuenca;12JUL2021;19;66;22;303
Burgos;12JUL2021;282;705;177;909
Salamanca;12JUL2021;68;293;44;425
Palencia;12JUL2021;25;132;151;576
Huesca;12JUL2021;61;180;102;863
Cáceres;12JUL2021;23;691;76;857
Ávila;12JUL2021;26;128;36;338
Teruel;12JUL2021;30;108;31;323
Segovia;12JUL2021;35;187;31;367
Alicante/Alacant;12JUL2021;255;1721;199;1841
Zamora;12JUL2021;30;146;81;619
Valencia/València;12JUL2021;814;2749;658;5520
Soria;12JUL2021;37;127;9;280
Gipuzkoa;12JUL2021;163;1041;55;1386
Murcia;12JUL2021;195;1443;152;2395
Madrid;12JUL2021;2157;15700;859;10413
Tarragona;12JUL2021;497;1595;191;1410
Toledo;12JUL2021;48;212;68;752
Ourense;12JUL2021;82;567;71;657
Bizkaia;12JUL2021;158;993;167;1974
Málaga;12JUL2021;422;1436;377;2098
Pontevedra;12JUL2021;97;986;361;2272
Coruña, A;12JUL2021;45;827;133;1593
Badajoz;12JUL2021;75;1532;165;1765
Cantabria;12JUL2021;25;175;224;2395
Castellón/Castelló;12JUL2021;163;691;137;1234
Zaragoza;12JUL2021;336;899;387;2947
Palmas, Las;12JUL2021;121;1364;112;1741
Navarra;12JUL2021;281;1440;441;2100
Jaén;12JUL2021;58;398;96;899
Guadalajara;12JUL2021;21;119;29;336
Lugo;12JUL2021;18;173;29;468
Melilla;12JUL2021;6;100;5;52
Rioja, La;12JUL2021;77;494;67;651
León;12JUL2021;83;435;224;1058
Sevilla;12JUL2021;296;2087;142;1265
Araba/Álava;12JUL2021;44;270;42;512
Santa Cruz de Tenerife;12JUL2021;153;1082;154;2220
Lleida;12JUL2021;221;882;117;1009
Valladolid;12JUL2021;240;903;185;1482
Granada;12JUL2021;105;579;246;1868
Almería;12JUL2021;37;270;94;1095
Huelva;12JUL2021;58;291;107;1201
Ceuta;12JUL2021;6;86;1;63
Ciudad Real;11JUL2021;16;94;12;239
Baleares;11JUL2021;206;1388;320;2715
Cádiz;11JUL2021;131;537;102;777
Madrid;11JUL2021;686;3959;421;4494
Coruña, A;11JUL2021;48;606;138;1303
Burgos;11JUL2021;84;245;174;1039
Alicante/Alacant;11JUL2021;141;1319;72;1006
Ceuta;11JUL2021;4;27;1;22
Jaén;11JUL2021;38;195;22;261
Lleida;11JUL2021;123;474;61;283
Sevilla;11JUL2021;122;795;25;332
Málaga;11JUL2021;245;553;212;1139
Granada;11JUL2021;55;240;55;396
Tarragona;11JUL2021;334;912;97;508
Cuenca;11JUL2021;7;34;4;100
Segovia;11JUL2021;15;76;19;207
Castellón/Castelló;11JUL2021;47;199;17;326
Córdoba;11JUL2021;101;438;58;501
Ourense;11JUL2021;53;356;56;555
Gipuzkoa;11JUL2021;123;616;119;1761
Valladolid;11JUL2021;93;390;81;651
Bizkaia;11JUL2021;139;686;98;1516
Cáceres;11JUL2021;24;271;59;639
León;11JUL2021;53;297;101;625
Toledo;11JUL2021;8;87;5;158
Santa Cruz de Tenerife;11JUL2021;113;715;143;1378
Palmas, Las;11JUL2021;48;713;103;1494
Asturias;11JUL2021;37;162;478;3052
Girona;11JUL2021;274;765;103;570
Navarra;11JUL2021;186;768;403;1916
Albacete;11JUL2021;24;157;19;157
Soria;11JUL2021;21;67;27;252
Palencia;11JUL2021;21;87;181;500
Murcia;11JUL2021;40;289;91;1108
Huelva;11JUL2021;17;64;17;467
Cantabria;11JUL2021;9;125;194;1493
Araba/Álava;11JUL2021;39;220;68;555
Rioja, La;11JUL2021;26;270;28;363
Badajoz;11JUL2021;66;879;62;627
Teruel;11JUL2021;21;79;21;204
Lugo;11JUL2021;10;128;12;346
Barcelona;11JUL2021;1708;5289;882;4991
Huesca;11JUL2021;49;128;6;83
Zaragoza;11JUL2021;153;426;79;750
DESLOCALIZADOS;11JUL2021;297;2621;256;2662
Ávila;11JUL2021;19;99;18;190
Almería;11JUL2021;27;108;54;645
Valencia/València;11JUL2021;312;1726;326;2345
Zamora;11JUL2021;91;2267;4;66
Guadalajara;11JUL2021;7;62;2;74
Pontevedra;11JUL2021;53;611;176;2299
Salamanca;11JUL2021;227;3825;21;312
Melilla;11JUL2021;5;89;3;47
Soria;10JUL2021;31;92;26;207
León;10JUL2021;79;305;106;694
Lugo;10JUL2021;6;119;40;564
Ceuta;10JUL2021;1;42;3;37
Bizkaia;10JUL2021;105;649;126;1817
Girona;10JUL2021;250;807;104;829
Valladolid;10JUL2021;106;377;66;541
Melilla;10JUL2021;1;67;5;63
Córdoba;10JUL2021;82;489;102;946
Cuenca;10JUL2021;11;37;21;188
Granada;10JUL2021;83;274;88;588
DESLOCALIZADOS;10JUL2021;354;2504;421;3974
Palmas, Las;10JUL2021;57;723;126;1710
Teruel;10JUL2021;15;71;16;123
Cantabria;10JUL2021;17;120;196;1563
Málaga;10JUL2021;261;736;528;2712
Ávila;10JUL2021;25;104;39;244
Guadalajara;10JUL2021;8;40;5;138
Zamora;10JUL2021;32;145;50;387
Jaén;10JUL2021;36;216;57;703
Alicante/Alacant;10JUL2021;173;1361;202;2473
Asturias;10JUL2021;32;189;430;2865
Almería;10JUL2021;23;100;104;1193
Huesca;10JUL2021;44;132;44;280
Burgos;10JUL2021;75;225;179;738
Albacete;10JUL2021;16;102;8;285
Rioja, La;10JUL2021;41;329;26;400
Madrid;10JUL2021;637;5450;991;10869
Ourense;10JUL2021;79;1724;110;877
Ciudad Real;10JUL2021;16;99;7;246
Barcelona;10JUL2021;1897;7062;1328;10163
Segovia;10JUL2021;25;77;34;246
Toledo;10JUL2021;10;100;29;402
Murcia;10JUL2021;93;621;134;1860
Gipuzkoa;10JUL2021;106;549;148;1729
Cádiz;10JUL2021;117;619;195;1601
Araba/Álava;10JUL2021;34;186;51;307
Baleares;10JUL2021;196;1710;483;3470
Castellón/Castelló;10JUL2021;59;304;41;650
Badajoz;10JUL2021;71;857;109;1137
Lleida;10JUL2021;127;518;88;515
Sevilla;10JUL2021;105;856;175;1469
Palencia;10JUL2021;31;102;112;488
Santa Cruz de Tenerife;10JUL2021;137;719;131;2142
Valencia/València;10JUL2021;471;2405;851;6189
Cáceres;10JUL2021;22;214;68;730
Pontevedra;10JUL2021;48;569;182;2690
Tarragona;10JUL2021;342;989;200;1209
Zaragoza;10JUL2021;162;447;128;1253
Salamanca;10JUL2021;56;151;92;708
Coruña, A;10JUL2021;34;1130;143;2123
Navarra;10JUL2021;172;741;309;1515
Huelva;10JUL2021;15;70;29;282
Almería;09JUL2021;32;280;81;1070
Cáceres;09JUL2021;32;867;106;1005
Pontevedra;09JUL2021;57;1385;253;3487
León;09JUL2021;69;464;306;1462
Málaga;09JUL2021;446;1787;564;2987
Zamora;09JUL2021;38;154;145;745
Córdoba;09JUL2021;150;973;137;1035
Gipuzkoa;09JUL2021;98;757;138;1707
Badajoz;09JUL2021;60;1358;224;2147
Palmas, Las;09JUL2021;67;1300;109;1613
Baleares;09JUL2021;198;1917;485;3725
Murcia;09JUL2021;139;1235;133;1767
Salamanca;09JUL2021;75;290;97;638
DESLOCALIZADOS;09JUL2021;548;3934;654;4639
Madrid;09JUL2021;1483;15355;1274;13945
Huesca;09JUL2021;52;195;70;746
Araba/Álava;09JUL2021;40;335;79;673
Valladolid;09JUL2021;189;916;273;1467
Melilla;09JUL2021;4;88;1;48
Soria;09JUL2021;33;145;17;243
Coruña, A;09JUL2021;39;1376;153;2063
Girona;09JUL2021;428;1544;344;2422
Cuenca;09JUL2021;10;57;51;265
Albacete;09JUL2021;16;139;61;558
Alicante/Alacant;09JUL2021;231;1360;181;2482
Asturias;09JUL2021;63;376;486;3275
Teruel;09JUL2021;23;86;50;449
Sevilla;09JUL2021;185;1694;160;1396
Ciudad Real;09JUL2021;40;211;42;797
Bizkaia;09JUL2021;132;1002;157;2083
Segovia;09JUL2021;39;185;52;352
Barcelona;09JUL2021;3341;13749;3418;25247
Lugo;09JUL2021;6;143;33;588
Castellón/Castelló;09JUL2021;87;452;92;1041
Burgos;09JUL2021;594;4453;388;1331
Ourense;09JUL2021;43;429;50;968
Cádiz;09JUL2021;189;1284;310;1923
Granada;09JUL2021;122;529;263;1928
Tarragona;09JUL2021;386;1460;259;2114
Guadalajara;09JUL2021;13;118;31;261
Valencia/València;09JUL2021;617;2764;1163;7301
Jaén;09JUL2021;53;347;115;915
Huelva;09JUL2021;26;316;88;688
Santa Cruz de Tenerife;09JUL2021;127;1068;209;2244
Ceuta;09JUL2021;4;96;7;73
Navarra;09JUL2021;134;1191;387;1832
Ávila;09JUL2021;16;127;60;271
