PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Coruña, A;08MAR2022;174;1263;343;1576
Rioja, La;08MAR2022;94;663;6;66
Jaén;08MAR2022;121;434;114;644
Zamora;08MAR2022;55;220;22;195
Badajoz;08MAR2022;601;2193;74;596
Castellón/Castelló;08MAR2022;72;332;29;547
Cádiz;08MAR2022;314;1143;178;872
León;08MAR2022;100;605;37;464
Tarragona;08MAR2022;492;1725;104;1265
Pontevedra;08MAR2022;155;1353;152;1042
Madrid;08MAR2022;1121;7228;433;6068
Toledo;08MAR2022;96;486;50;506
Valladolid;08MAR2022;105;643;37;725
Zaragoza;08MAR2022;167;644;135;1097
Salamanca;08MAR2022;86;467;14;347
Granada;08MAR2022;91;421;204;1127
Barcelona;08MAR2022;2157;10431;642;8644
Córdoba;08MAR2022;219;736;91;356
Burgos;08MAR2022;73;297;17;461
Málaga;08MAR2022;420;1088;502;1827
Sevilla;08MAR2022;361;1727;112;714
Asturias;08MAR2022;86;574;325;2237
Santa Cruz de Tenerife;08MAR2022;884;1901;242;1613
Melilla;08MAR2022;7;105;1;41
Alicante/Alacant;08MAR2022;194;742;154;1554
Ceuta;08MAR2022;23;88;5;35
Cáceres;08MAR2022;179;787;85;498
Ávila;08MAR2022;21;235;6;156
Cuenca;08MAR2022;38;135;26;171
Soria;08MAR2022;19;117;9;134
Ourense;08MAR2022;72;670;139;972
Huelva;08MAR2022;114;411;60;255
Ciudad Real;08MAR2022;125;549;38;416
Baleares;08MAR2022;384;1505;152;1476
Lleida;08MAR2022;219;915;47;702
Guadalajara;08MAR2022;32;141;8;160
DESLOCALIZADOS;08MAR2022;233;1805;139;1523
Navarra;08MAR2022;164;1205;99;698
Lleida;07MAR2022;235;1067;65;813
Alicante/Alacant;07MAR2022;236;900;217;1936
Ourense;07MAR2022;83;841;90;585
Santa Cruz de Tenerife;07MAR2022;874;2009;205;1546
Palencia;07MAR2022;34;225;17;175
Gipuzkoa;07MAR2022;308;886;90;927
Zaragoza;07MAR2022;76;401;55;483
Araba/Álava;07MAR2022;109;321;12;302
Ávila;07MAR2022;32;204;6;141
Bizkaia;07MAR2022;278;948;93;1027
Huelva;07MAR2022;147;449;120;472
Teruel;07MAR2022;48;183;24;151
Granada;07MAR2022;90;410;163;1224
DESLOCALIZADOS;07MAR2022;302;2485;127;1592
Cádiz;07MAR2022;316;1207;194;945
Barcelona;07MAR2022;2709;13316;648;9739
Rioja, La;07MAR2022;152;884;6;84
Valladolid;07MAR2022;175;720;48;875
Castellón/Castelló;07MAR2022;66;332;51;790
Salamanca;07MAR2022;129;607;24;275
Baleares;07MAR2022;434;1877;155;1476
Melilla;07MAR2022;6;117;4;35
Girona;07MAR2022;414;2022;85;1440
Lugo;07MAR2022;60;417;52;463
Cuenca;07MAR2022;40;148;5;116
Ceuta;07MAR2022;36;123;4;61
Soria;07MAR2022;17;110;10;125
Madrid;07MAR2022;1478;9149;429;6982
Segovia;07MAR2022;35;229;9;279
León;07MAR2022;95;523;49;549
Cantabria;07MAR2022;106;610;114;934
Almería;07MAR2022;122;458;135;813
Navarra;07MAR2022;187;1280;140;688
Badajoz;07MAR2022;729;2450;86;767
Málaga;07MAR2022;330;964;282;1375
Sevilla;07MAR2022;374;1927;106;842
Jaén;07MAR2022;120;517;74;486
Toledo;07MAR2022;112;477;54;458
Cáceres;07MAR2022;159;879;53;467
Asturias;07MAR2022;83;623;359;2379
Valencia/València;07MAR2022;289;1066;286;3109
Córdoba;07MAR2022;308;864;59;315
Guadalajara;07MAR2022;53;191;12;183
Murcia;07MAR2022;552;2347;182;1736
Tarragona;07MAR2022;715;2318;81;1049
Albacete;07MAR2022;84;382;10;185
Pontevedra;07MAR2022;154;1485;121;734
Zamora;07MAR2022;91;292;35;264
Huesca;07MAR2022;44;164;21;208
Palmas, Las;07MAR2022;481;1634;166;1366
Burgos;07MAR2022;70;291;26;497
Ciudad Real;07MAR2022;127;573;36;485
Coruña, A;07MAR2022;179;1272;137;831
Huesca;06MAR2022;11;47;9;63
Alicante/Alacant;06MAR2022;68;289;57;490
Murcia;06MAR2022;44;346;48;647
Zaragoza;06MAR2022;31;256;20;411
Gipuzkoa;06MAR2022;159;390;39;606
Toledo;06MAR2022;28;178;4;178
Jaén;06MAR2022;55;171;19;186
Madrid;06MAR2022;111;1370;132;2934
Huelva;06MAR2022;16;65;5;44
Badajoz;06MAR2022;294;1130;21;285
Ourense;06MAR2022;38;471;69;558
Santa Cruz de Tenerife;06MAR2022;236;607;102;557
Girona;06MAR2022;232;511;13;274
Cantabria;06MAR2022;26;230;58;282
Granada;06MAR2022;32;133;39;315
Málaga;06MAR2022;90;270;87;729
DESLOCALIZADOS;06MAR2022;143;1356;52;926
Guadalajara;06MAR2022;12;48;2;39
León;06MAR2022;28;238;14;143
Baleares;06MAR2022;245;920;71;569
Zamora;06MAR2022;18;94;5;54
Melilla;06MAR2022;1;73;6;47
Cádiz;06MAR2022;49;287;43;442
Sevilla;06MAR2022;56;617;22;217
Burgos;06MAR2022;6;59;8;175
Barcelona;06MAR2022;1458;3363;184;2756
Valladolid;06MAR2022;41;251;11;384
Cáceres;06MAR2022;73;288;13;238
Navarra;06MAR2022;165;457;39;317
Valencia/València;06MAR2022;46;344;61;915
Ceuta;06MAR2022;18;46;0;13
Cuenca;06MAR2022;15;55;3;38
Bizkaia;06MAR2022;128;364;38;712
Asturias;06MAR2022;29;288;269;1673
Tarragona;06MAR2022;397;808;16;183
Soria;06MAR2022;9;67;9;128
Salamanca;06MAR2022;39;241;8;243
Palmas, Las;06MAR2022;170;644;98;675
Teruel;06MAR2022;19;77;5;67
Castellón/Castelló;06MAR2022;19;143;13;165
Albacete;06MAR2022;52;214;3;75
Palencia;06MAR2022;8;88;4;101
Lugo;06MAR2022;21;183;62;411
Ávila;06MAR2022;8;50;2;41
Araba/Álava;06MAR2022;50;117;14;336
Ciudad Real;06MAR2022;48;244;10;219
Segovia;06MAR2022;9;137;4;72
Pontevedra;06MAR2022;59;656;117;642
Lleida;06MAR2022;172;360;12;145
Rioja, La;06MAR2022;56;359;4;19
Coruña, A;06MAR2022;87;765;233;1074
Almería;06MAR2022;82;174;53;382
Córdoba;06MAR2022;58;234;8;113
Girona;05MAR2022;238;653;21;412
Murcia;05MAR2022;167;819;98;1312
Asturias;05MAR2022;55;266;333;1581
Lleida;05MAR2022;172;389;11;184
Cádiz;05MAR2022;68;306;50;472
Sevilla;05MAR2022;37;480;40;518
Madrid;05MAR2022;125;1815;249;4585
Valencia/València;05MAR2022;123;599;94;1611
Santa Cruz de Tenerife;05MAR2022;264;715;135;1048
Huesca;05MAR2022;7;43;6;102
Valladolid;05MAR2022;30;224;8;333
Araba/Álava;05MAR2022;58;146;15;205
Gipuzkoa;05MAR2022;145;377;57;969
Zaragoza;05MAR2022;34;248;37;319
Bizkaia;05MAR2022;203;458;90;752
Almería;05MAR2022;38;131;83;601
Toledo;05MAR2022;36;208;12;182
Segovia;05MAR2022;13;130;7;69
Baleares;05MAR2022;277;963;77;941
Córdoba;05MAR2022;229;380;92;415
Cantabria;05MAR2022;15;167;100;386
Castellón/Castelló;05MAR2022;44;148;24;375
DESLOCALIZADOS;05MAR2022;133;1429;120;1477
Pontevedra;05MAR2022;105;717;166;808
Badajoz;05MAR2022;335;1062;34;469
Rioja, La;05MAR2022;62;332;6;22
León;05MAR2022;42;303;10;222
Ciudad Real;05MAR2022;65;289;15;221
Teruel;05MAR2022;10;73;5;45
Coruña, A;05MAR2022;94;700;189;1066
Cuenca;05MAR2022;21;56;27;137
Málaga;05MAR2022;70;280;147;1103
Navarra;05MAR2022;38;313;74;293
Cáceres;05MAR2022;79;294;33;211
Granada;05MAR2022;44;141;57;456
Ourense;05MAR2022;48;569;148;675
Guadalajara;05MAR2022;15;31;4;110
Lugo;05MAR2022;25;193;41;228
Ceuta;05MAR2022;16;29;1;17
Palmas, Las;05MAR2022;159;624;163;969
Alicante/Alacant;05MAR2022;66;312;103;759
Tarragona;05MAR2022;419;1040;35;499
Zamora;05MAR2022;91;151;13;78
Jaén;05MAR2022;40;118;42;293
Ávila;05MAR2022;3;32;1;135
Palencia;05MAR2022;10;79;8;108
Huelva;05MAR2022;15;88;14;66
Melilla;05MAR2022;0;69;3;41
Salamanca;05MAR2022;30;218;10;242
Burgos;05MAR2022;15;88;12;315
Barcelona;05MAR2022;1278;3480;241;4098
Albacete;05MAR2022;40;170;8;116
Soria;05MAR2022;8;57;4;51
Ourense;04MAR2022;103;823;166;777
Rioja, La;04MAR2022;120;567;4;70
Cáceres;04MAR2022;160;654;78;520
Palmas, Las;04MAR2022;385;1392;190;1058
Coruña, A;04MAR2022;151;1115;236;1131
Jaén;04MAR2022;161;470;102;497
DESLOCALIZADOS;04MAR2022;239;2077;165;1884
Badajoz;04MAR2022;711;2252;50;518
Cantabria;04MAR2022;89;554;136;833
Valladolid;04MAR2022;124;664;48;427
Murcia;04MAR2022;421;1893;163;1291
Málaga;04MAR2022;318;853;388;1520
Palencia;04MAR2022;40;157;18;149
Huesca;04MAR2022;31;131;27;197
Tarragona;04MAR2022;528;1660;86;1197
Albacete;04MAR2022;82;338;9;190
Lleida;04MAR2022;259;884;52;620
Baleares;04MAR2022;362;1492;126;1245
Ciudad Real;04MAR2022;111;481;14;299
Barcelona;04MAR2022;2238;9064;647;8238
Santa Cruz de Tenerife;04MAR2022;574;1450;117;1226
Granada;04MAR2022;94;355;159;1031
Toledo;04MAR2022;120;492;56;448
Almería;04MAR2022;141;476;133;670
Zamora;04MAR2022;67;192;19;204
Alicante/Alacant;04MAR2022;194;703;200;1793
Segovia;04MAR2022;47;206;8;207
Lugo;04MAR2022;59;395;84;345
Soria;04MAR2022;21;115;23;98
Ávila;04MAR2022;14;214;10;91
Castellón/Castelló;04MAR2022;68;331;42;565
Navarra;04MAR2022;179;976;82;528
Bizkaia;04MAR2022;342;947;111;848
Melilla;04MAR2022;4;86;2;35
Araba/Álava;04MAR2022;108;332;15;237
Cuenca;04MAR2022;37;127;16;119
Girona;04MAR2022;328;1129;79;1201
Asturias;04MAR2022;73;524;355;1363
Córdoba;04MAR2022;170;679;45;256
Pontevedra;04MAR2022;135;1188;176;958
León;04MAR2022;95;536;40;438
Teruel;04MAR2022;25;114;19;125
Valencia/València;04MAR2022;260;944;285;2850
Madrid;04MAR2022;1134;6963;432;6015
Huelva;04MAR2022;146;331;63;362
Gipuzkoa;04MAR2022;235;767;35;713
Salamanca;04MAR2022;106;599;17;232
Burgos;04MAR2022;62;229;21;407
Zaragoza;04MAR2022;120;527;104;685
Sevilla;04MAR2022;337;1484;113;764
Guadalajara;04MAR2022;33;159;14;150
Ceuta;04MAR2022;25;74;3;55
Cádiz;04MAR2022;263;947;202;946
Palmas, Las;03MAR2022;351;1309;266;1238
Salamanca;03MAR2022;80;592;13;222
Gipuzkoa;03MAR2022;255;837;58;707
Girona;03MAR2022;458;1454;63;771
Jaén;03MAR2022;112;469;144;544
Cantabria;03MAR2022;118;617;113;709
Sevilla;03MAR2022;344;1489;150;671
Málaga;03MAR2022;318;931;528;1868
Valladolid;03MAR2022;140;661;73;550
Guadalajara;03MAR2022;39;159;11;81
Huesca;03MAR2022;49;156;21;135
Castellón/Castelló;03MAR2022;55;315;28;392
Soria;03MAR2022;11;119;10;91
Zaragoza;03MAR2022;159;598;126;588
Navarra;03MAR2022;169;889;118;645
Lugo;03MAR2022;53;401;92;470
Ciudad Real;03MAR2022;93;490;46;355
Melilla;03MAR2022;4;104;4;48
Almería;03MAR2022;171;541;143;801
Ourense;03MAR2022;101;813;116;767
Rioja, La;03MAR2022;147;616;6;75
Lleida;03MAR2022;277;922;43;563
Ceuta;03MAR2022;21;70;3;33
Córdoba;03MAR2022;349;1039;99;329
Madrid;03MAR2022;1235;7968;520;5693
Palencia;03MAR2022;26;184;9;85
León;03MAR2022;100;576;31;349
Burgos;03MAR2022;65;286;19;317
Huelva;03MAR2022;134;401;72;358
Albacete;03MAR2022;95;446;9;178
Baleares;03MAR2022;286;1435;99;912
Cuenca;03MAR2022;42;129;18;128
Teruel;03MAR2022;55;163;13;83
DESLOCALIZADOS;03MAR2022;251;2106;161;1780
Bizkaia;03MAR2022;321;950;119;1169
Murcia;03MAR2022;412;2160;162;1257
Asturias;03MAR2022;76;569;380;2114
Cádiz;03MAR2022;302;1030;238;831
Toledo;03MAR2022;128;489;50;348
Cáceres;03MAR2022;136;634;66;264
Coruña, A;03MAR2022;134;1186;310;1193
Granada;03MAR2022;95;383;191;1014
Pontevedra;03MAR2022;149;1281;190;846
Valencia/València;03MAR2022;301;1120;235;2166
Badajoz;03MAR2022;644;2018;41;276
Santa Cruz de Tenerife;03MAR2022;533;1403;187;1610
Segovia;03MAR2022;35;223;10;116
Alicante/Alacant;03MAR2022;191;829;220;1468
Zamora;03MAR2022;46;223;20;137
Tarragona;03MAR2022;632;1905;64;820
Araba/Álava;03MAR2022;102;299;16;335
Barcelona;03MAR2022;2690;10806;692;7232
Ávila;03MAR2022;26;304;14;92
León;02MAR2022;103;528;29;396
DESLOCALIZADOS;02MAR2022;333;2277;178;1940
Melilla;02MAR2022;5;91;5;58
Gipuzkoa;02MAR2022;232;742;99;1256
Ourense;02MAR2022;65;574;72;570
Almería;02MAR2022;174;519;144;846
Lugo;02MAR2022;42;333;103;558
Navarra;02MAR2022;196;1024;101;557
Zamora;02MAR2022;47;177;24;197
Girona;02MAR2022;492;1932;70;952
Albacete;02MAR2022;66;373;14;241
Toledo;02MAR2022;121;489;32;342
Murcia;02MAR2022;489;2219;168;1634
Málaga;02MAR2022;332;924;364;1720
Salamanca;02MAR2022;106;613;21;297
Asturias;02MAR2022;86;521;319;1998
Ciudad Real;02MAR2022;101;483;42;393
Barcelona;02MAR2022;3125;12962;643;7784
Madrid;02MAR2022;1327;9072;567;7493
Huesca;02MAR2022;50;172;17;167
Córdoba;02MAR2022;187;898;89;394
Badajoz;02MAR2022;566;2022;77;650
Cádiz;02MAR2022;262;1070;277;1182
Tarragona;02MAR2022;794;2407;114;1040
Cuenca;02MAR2022;43;156;3;118
Guadalajara;02MAR2022;57;204;7;160
Ceuta;02MAR2022;29;88;4;41
Araba/Álava;02MAR2022;97;327;12;388
Segovia;02MAR2022;41;217;8;182
Jaén;02MAR2022;127;397;83;486
Palmas, Las;02MAR2022;358;1535;166;1083
Pontevedra;02MAR2022;142;1122;169;917
Rioja, La;02MAR2022;151;708;5;76
Coruña, A;02MAR2022;136;1112;183;902
Soria;02MAR2022;27;141;16;120
Valladolid;02MAR2022;141;640;36;615
Baleares;02MAR2022;417;1737;189;1636
Huelva;02MAR2022;143;459;59;401
Valencia/València;02MAR2022;287;1040;357;3107
Cantabria;02MAR2022;107;601;137;704
Palencia;02MAR2022;18;188;14;132
Santa Cruz de Tenerife;02MAR2022;546;1449;114;1381
Burgos;02MAR2022;60;255;17;360
Lleida;02MAR2022;302;1231;46;533
Castellón/Castelló;02MAR2022;81;414;41;604
Zaragoza;02MAR2022;143;605;109;894
Cáceres;02MAR2022;148;626;54;284
Teruel;02MAR2022;39;137;19;103
Alicante/Alacant;02MAR2022;231;862;214;1431
Granada;02MAR2022;107;407;239;1259
Ávila;02MAR2022;27;241;5;111
Sevilla;02MAR2022;401;1869;160;956
Bizkaia;02MAR2022;323;1033;91;1161
Badajoz;01MAR2022;292;1185;17;244
Rioja, La;01MAR2022;142;643;9;72
Valencia/València;01MAR2022;324;1096;360;3204
Albacete;01MAR2022;72;364;19;311
Zamora;01MAR2022;32;165;20;208
Segovia;01MAR2022;30;172;6;208
Córdoba;01MAR2022;289;843;108;469
Almería;01MAR2022;152;389;94;808
Burgos;01MAR2022;45;209;23;412
Cuenca;01MAR2022;56;166;19;193
Bizkaia;01MAR2022;292;947;80;1026
Navarra;01MAR2022;138;918;88;639
Cantabria;01MAR2022;120;615;113;789
Barcelona;01MAR2022;2916;12810;705;9336
Melilla;01MAR2022;5;114;6;60
León;01MAR2022;68;404;33;497
Palencia;01MAR2022;35;163;16;143
Ciudad Real;01MAR2022;83;410;68;492
Castellón/Castelló;01MAR2022;81;383;38;583
Palmas, Las;01MAR2022;202;834;113;827
Cádiz;01MAR2022;226;938;122;920
Ourense;01MAR2022;36;373;82;732
Lleida;01MAR2022;271;1093;46;629
Gipuzkoa;01MAR2022;209;610;35;1222
Santa Cruz de Tenerife;01MAR2022;208;738;110;925
Zaragoza;01MAR2022;158;659;132;997
Valladolid;01MAR2022;82;482;38;612
Ávila;01MAR2022;24;174;13;156
Baleares;01MAR2022;206;800;54;734
Salamanca;01MAR2022;73;465;19;381
Girona;01MAR2022;473;1806;70;1164
Alicante/Alacant;01MAR2022;211;855;219;1687
Tarragona;01MAR2022;665;2294;80;1197
Granada;01MAR2022;84;350;161;1261
Soria;01MAR2022;17;118;24;199
Lugo;01MAR2022;20;159;71;400
Jaén;01MAR2022;93;381;126;677
Sevilla;01MAR2022;370;1920;101;736
Araba/Álava;01MAR2022;84;263;7;326
Coruña, A;01MAR2022;118;735;258;1360
Asturias;01MAR2022;63;392;307;2281
Teruel;01MAR2022;41;165;7;124
DESLOCALIZADOS;01MAR2022;295;2151;164;1892
Cáceres;01MAR2022;115;536;56;489
Pontevedra;01MAR2022;127;968;208;1088
Guadalajara;01MAR2022;29;162;8;147
Madrid;01MAR2022;1261;9277;569;7989
Huesca;01MAR2022;44;144;35;212
Ceuta;01MAR2022;32;104;5;41
Huelva;01MAR2022;160;493;84;475
Málaga;01MAR2022;297;840;375;1814
Murcia;01MAR2022;452;2210;174;1766
Toledo;01MAR2022;98;413;76;480
Bizkaia;28FEB2022;211;655;83;1340
Zaragoza;28FEB2022;194;741;189;1188
Lugo;28FEB2022;54;395;48;416
Araba/Álava;28FEB2022;92;263;23;422
León;28FEB2022;94;472;58;484
Salamanca;28FEB2022;100;483;19;230
DESLOCALIZADOS;28FEB2022;277;2067;109;1598
Málaga;28FEB2022;72;269;92;870
Gipuzkoa;28FEB2022;158;500;59;935
Ávila;28FEB2022;36;203;9;170
Murcia;28FEB2022;580;2749;179;1760
Pontevedra;28FEB2022;149;1253;139;761
Córdoba;28FEB2022;63;231;23;235
Tarragona;28FEB2022;653;2064;86;1081
Almería;28FEB2022;39;101;42;359
Ciudad Real;28FEB2022;94;434;40;442
Valladolid;28FEB2022;148;503;48;761
Barcelona;28FEB2022;2828;12523;660;9300
Cuenca;28FEB2022;38;140;8;127
Jaén;28FEB2022;50;185;32;283
Valencia/València;28FEB2022;356;1169;341;3175
Asturias;28FEB2022;62;420;285;2117
Lleida;28FEB2022;243;1087;72;871
Ceuta;28FEB2022;34;100;4;89
Rioja, La;28FEB2022;145;905;8;73
Huelva;28FEB2022;23;149;16;126
Santa Cruz de Tenerife;28FEB2022;436;1214;120;1393
Baleares;28FEB2022;330;1413;139;1506
Alicante/Alacant;28FEB2022;258;1043;251;1884
Soria;28FEB2022;20;101;9;109
Coruña, A;28FEB2022;135;1069;198;1035
Ourense;28FEB2022;62;562;87;648
Albacete;28FEB2022;94;400;14;271
Huesca;28FEB2022;48;132;36;257
Cáceres;28FEB2022;141;548;91;469
Badajoz;28FEB2022;294;1254;87;665
Burgos;28FEB2022;84;253;23;607
Palencia;28FEB2022;36;164;33;188
Palmas, Las;28FEB2022;320;1353;152;1269
Granada;28FEB2022;39;131;59;598
Teruel;28FEB2022;43;160;15;160
Girona;28FEB2022;450;2089;95;1453
Castellón/Castelló;28FEB2022;101;414;102;928
Melilla;28FEB2022;5;122;4;36
Zamora;28FEB2022;47;177;35;224
Guadalajara;28FEB2022;53;143;8;166
Navarra;28FEB2022;150;986;106;783
Sevilla;28FEB2022;47;527;20;378
Toledo;28FEB2022;118;447;56;511
Cádiz;28FEB2022;55;388;34;399
Madrid;28FEB2022;1692;9674;530;8475
Cantabria;28FEB2022;134;680;185;1007
Segovia;28FEB2022;35;158;15;301
Sevilla;27FEB2022;49;491;26;219
Toledo;27FEB2022;24;210;7;157
Ciudad Real;27FEB2022;44;196;6;198
Zaragoza;27FEB2022;23;220;97;491
Asturias;27FEB2022;29;161;215;1436
Santa Cruz de Tenerife;27FEB2022;141;487;91;482
Lugo;27FEB2022;16;162;66;279
Valladolid;27FEB2022;28;124;9;292
Almería;27FEB2022;37;109;105;575
Barcelona;27FEB2022;1159;3039;206;2833
Guadalajara;27FEB2022;9;42;2;46
Jaén;27FEB2022;32;127;35;275
Baleares;27FEB2022;147;782;106;774
Girona;27FEB2022;267;581;23;283
Soria;27FEB2022;7;64;7;102
Cádiz;27FEB2022;42;261;52;431
Córdoba;27FEB2022;152;290;31;206
Huesca;27FEB2022;13;65;7;47
Coruña, A;27FEB2022;55;542;251;1008
Badajoz;27FEB2022;124;676;18;191
Valencia/València;27FEB2022;81;336;71;872
Málaga;27FEB2022;66;242;88;639
Zamora;27FEB2022;9;63;7;88
Cuenca;27FEB2022;10;52;19;88
Alicante/Alacant;27FEB2022;46;286;82;478
Melilla;27FEB2022;2;51;5;53
Navarra;27FEB2022;69;334;67;389
Albacete;27FEB2022;32;186;6;84
Rioja, La;27FEB2022;46;360;1;4
Pontevedra;27FEB2022;46;461;190;817
Segovia;27FEB2022;9;78;3;71
Cáceres;27FEB2022;53;195;10;144
Tarragona;27FEB2022;388;865;28;211
Ourense;27FEB2022;23;248;45;268
Lleida;27FEB2022;129;340;10;134
Palencia;27FEB2022;14;67;9;121
Huelva;27FEB2022;8;48;8;91
Bizkaia;27FEB2022;108;315;52;660
Teruel;27FEB2022;18;81;4;67
Cantabria;27FEB2022;25;204;78;365
DESLOCALIZADOS;27FEB2022;116;1726;103;1335
Madrid;27FEB2022;203;2586;191;3456
Palmas, Las;27FEB2022;114;513;87;564
Castellón/Castelló;27FEB2022;31;174;9;176
Granada;27FEB2022;25;103;51;463
Burgos;27FEB2022;10;80;11;213
Murcia;27FEB2022;40;467;83;888
Gipuzkoa;27FEB2022;63;228;40;525
Araba/Álava;27FEB2022;48;110;16;315
Ávila;27FEB2022;14;82;3;63
León;27FEB2022;27;198;22;166
Ceuta;27FEB2022;22;66;2;24
Salamanca;27FEB2022;27;145;5;211
Almería;26FEB2022;48;139;75;498
Cuenca;26FEB2022;15;52;2;65
Barcelona;26FEB2022;1044;3015;244;3592
Madrid;26FEB2022;178;2638;341;5357
Araba/Álava;26FEB2022;36;102;9;97
Navarra;26FEB2022;101;398;88;371
Lugo;26FEB2022;14;154;59;309
Segovia;26FEB2022;6;67;6;64
Tarragona;26FEB2022;329;787;48;492
Palencia;26FEB2022;11;62;15;159
Lleida;26FEB2022;108;344;25;201
Murcia;26FEB2022;210;963;139;1394
Albacete;26FEB2022;47;179;18;133
Sevilla;26FEB2022;42;367;76;586
Valencia/València;26FEB2022;127;500;200;1817
Asturias;26FEB2022;38;197;221;1359
Guadalajara;26FEB2022;7;41;3;88
Ceuta;26FEB2022;19;74;3;15
Huesca;26FEB2022;9;51;14;110
Zaragoza;26FEB2022;36;238;31;401
Málaga;26FEB2022;76;247;232;1184
Valladolid;26FEB2022;34;144;14;392
Soria;26FEB2022;6;60;5;53
Badajoz;26FEB2022;110;553;20;172
Cantabria;26FEB2022;26;222;97;424
Ávila;26FEB2022;5;50;6;123
DESLOCALIZADOS;26FEB2022;163;1505;114;1808
Alicante/Alacant;26FEB2022;108;407;101;934
Zamora;26FEB2022;6;69;11;75
Ciudad Real;26FEB2022;43;199;10;171
Palmas, Las;26FEB2022;113;543;155;739
Córdoba;26FEB2022;60;188;26;156
Teruel;26FEB2022;21;70;2;53
Castellón/Castelló;26FEB2022;38;197;10;326
Girona;26FEB2022;168;506;19;350
Jaén;26FEB2022;51;156;22;182
Gipuzkoa;26FEB2022;102;249;46;1028
Pontevedra;26FEB2022;64;490;126;670
Cádiz;26FEB2022;62;283;92;383
Toledo;26FEB2022;42;177;13;147
Santa Cruz de Tenerife;26FEB2022;217;660;68;714
Granada;26FEB2022;39;127;57;470
Cáceres;26FEB2022;51;189;12;225
Ourense;26FEB2022;32;305;68;398
León;26FEB2022;25;194;19;259
Baleares;26FEB2022;187;805;71;685
Burgos;26FEB2022;17;65;18;278
Bizkaia;26FEB2022;165;387;53;597
Rioja, La;26FEB2022;65;348;7;13
Coruña, A;26FEB2022;63;636;161;894
Huelva;26FEB2022;13;62;14;110
Melilla;26FEB2022;0;44;4;46
Salamanca;26FEB2022;10;118;15;193
Lleida;25FEB2022;165;731;63;704
Teruel;25FEB2022;39;115;24;118
Albacete;25FEB2022;94;389;15;190
Almería;25FEB2022;128;415;150;803
Pontevedra;25FEB2022;157;1174;212;1065
Madrid;25FEB2022;1200;7535;660;7361
Lugo;25FEB2022;44;474;105;457
Córdoba;25FEB2022;256;641;112;430
